uid,year,abatement_tonnes,capex_usd,opex_usd_year,cum_capex_usd,cum_opex_usd
C030,2042,53155.0,631170000.0,1784413.35,6942870000.0,30335127.66000001
C030,2043,53156.0,0.0,1784446.92,6942870000.0,32119574.580000013
C030,2044,53155.0,631170000.0,1784413.35,7574040000.0,33903987.930000015
C030,2045,53155.0,0.0,1784413.35,7574040000.0,35688401.280000016
C030,2046,53155.0,631170000.0,1784413.35,8205210000.0,37472814.63000002
C030,2047,53155.0,0.0,1784413.35,8205210000.0,39257227.98000002
C030,2048,53156.0,631170000.0,1784446.92,8836380000.0,41041674.90000002
C030,2049,53155.0,631170000.0,1784413.35,9467550000.0,42826088.25000002
C030,2050,53155.0,0.0,1784413.35,9467550000.0,44610501.600000024
C031,2025,0.0,0.0,0.0,0.0,0.0
C031,2026,220149.0,170920000.0,2745748.74,170920000.0,2745748.74
C031,2027,220148.0,170920000.0,2745748.74,341840000.0,5491497.48
C031,2028,220148.0,170920000.0,2745748.74,512760000.0,8237246.220000001
C031,2029,220148.0,170920000.0,2745748.74,683680000.0,10982994.96
C031,2030,220149.0,170920000.0,2745748.74,854600000.0,13728743.700000001
C031,2031,220149.0,170920000.0,2745748.74,1025520000.0,16474492.440000001
C031,2032,220148.0,170920000.0,2745748.74,1196440000.0,19220241.18
C031,2033,220148.0,170920000.0,2745748.74,1367360000.0,21965989.92
C031,2034,220148.0,170920000.0,2745748.74,1538280000.0,24711738.660000004
C031,2035,220149.0,170920000.0,2745748.74,1709200000.0,27457487.400000006
C031,2036,220149.0,170920000.0,2745748.74,1880120000.0,30203236.140000008
C031,2037,220148.0,170920000.0,2745748.74,2051040000.0,32948984.88000001
C031,2038,220148.0,170920000.0,2745748.74,2221960000.0,35694733.62000001
C031,2039,220148.0,170920000.0,2745748.74,2392880000.0,38440482.360000014
C031,2040,220149.0,170920000.0,2745748.74,2563800000.0,41186231.10000002
C031,2041,220149.0,170920000.0,2745748.74,2734720000.0,43931979.84000002
C031,2042,220148.0,170920000.0,2745748.74,2905640000.0,46677728.58000002
C031,2043,220148.0,170920000.0,2745748.74,3076560000.0,49423477.32000002
C031,2044,220148.0,170920000.0,2745748.74,3247480000.0,52169226.060000025
C031,2045,220149.0,170920000.0,2745748.74,3418400000.0,54914974.80000003
C031,2046,220149.0,170920000.0,2745748.74,3589320000.0,57660723.54000003
C031,2047,220148.0,170920000.0,2745748.74,3760240000.0,60406472.28000003
C031,2048,220148.0,170920000.0,2745748.74,3931160000.0,63152221.02000003
C031,2049,220148.0,170920000.0,2745748.74,4102080000.0,65897969.760000035
C031,2050,220149.0,170920000.0,2745748.74,4273000000.0,68643718.50000003
C032,2025,0.0,0.0,0.0,0.0,0.0
C032,2026,16307.0,325880000.0,1277164.24,325880000.0,1277164.24
C032,2027,16307.0,0.0,1277164.24,325880000.0,2554328.48
C032,2028,16308.0,325880000.0,1277242.56,651760000.0,3831571.04
C032,2029,16307.0,0.0,1277164.24,651760000.0,5108735.28
C032,2030,16307.0,325880000.0,1277164.24,977640000.0,6385899.5200000005
C032,2031,16307.0,0.0,1277164.24,977640000.0,7663063.760000001
C032,2032,16307.0,0.0,1277164.24,977640000.0,8940228.0
C032,2033,16308.0,325880000.0,1277242.5599999998,1303520000.0,10217470.56
C032,2034,16307.0,0.0,1277164.24,1303520000.0,11494634.8
C032,2035,16307.0,325880000.0,1277164.24,1629400000.0,12771799.040000001
C032,2036,16307.0,0.0,1277164.24,1629400000.0,14048963.280000001
C032,2037,16307.0,0.0,1277164.24,1629400000.0,15326127.520000001
C032,2038,16308.0,325880000.0,1277242.5599999998,1955280000.0,16603370.080000002
C032,2039,16307.0,0.0,1277164.24,1955280000.0,17880534.32
C032,2040,16307.0,325880000.0,1277164.24,2281160000.0,19157698.56
C032,2041,16307.0,0.0,1277164.24,2281160000.0,20434862.799999997
C032,2042,16307.0,0.0,1277164.24,2281160000.0,21712027.039999995
C032,2043,16308.0,325880000.0,1277242.56,2607040000.0,22989269.599999994
C032,2044,16307.0,0.0,1277164.24,2607040000.0,24266433.839999992
C032,2045,16307.0,325880000.0,1277164.2399999998,2932920000.0,25543598.07999999
C032,2046,16307.0,0.0,1277164.24,2932920000.0,26820762.31999999
C032,2047,16307.0,325880000.0,1277164.24,3258800000.0,28097926.559999987
C032,2048,16308.0,0.0,1277242.5599999998,3258800000.0,29375169.119999986
C032,2049,16307.0,0.0,1277164.24,3258800000.0,30652333.359999985
C032,2050,16307.0,325880000.0,1277164.24,3584680000.0,31929497.599999983
C033,2025,0.0,0.0,0.0,0.0,0.0
C033,2026,449856.0,2046380000.0,31215235.83,2046380000.0,31215235.83
C033,2027,449856.0,1790570000.0,31297452.810000002,3836950000.0,62512688.64
C033,2028,449856.0,2046380000.0,31133018.85,5883330000.0,93645707.49000001
C033,2029,449856.0,1790570000.0,31379669.79,7673900000.0,125025377.28
C033,2030,449856.0,1790570000.0,31086038.97,9464470000.0,156111416.25
C033,2031,449856.0,2046380000.0,31179998.730000004,11510850000.0,187291414.98000002
C033,2032,449856.0,1790570000.0,31332689.91,13301420000.0,218624104.89000002
C033,2033,449856.0,2046380000.0,31097781.750000004,15347800000.0,249721886.64000002
C033,2034,449856.0,1790570000.0,31414906.89,17138370000.0,281136793.53000003
C033,2035,449856.0,1790570000.0,31086038.970000003,18928940000.0,312222832.50000006
C033,2036,449856.0,2046380000.0,31144761.630000003,20975320000.0,343367594.13000005
C033,2037,449856.0,1790570000.0,31367927.01,22765890000.0,374735521.14000005
C033,2038,449856.0,1790570000.0,31086038.97,24556460000.0,405821560.11
C033,2039,449856.0,2046380000.0,31191741.51,26602840000.0,437013301.62
C033,2040,449856.0,1790570000.0,31320947.130000003,28393410000.0,468334248.75
C033,2041,449856.0,2046380000.0,31109524.53,30439790000.0,499443773.28
C033,2042,449856.0,1790570000.0,31403164.11,32230360000.0,530846937.39
C033,2043,449856.0,1790570000.0,31086038.97,34020930000.0,561932976.36
C033,2044,449856.0,2046380000.0,31156504.41,36067310000.0,593089480.77
C033,2045,449856.0,1790570000.0,31356184.23,37857880000.0,624445665.0
C033,2046,449856.0,1790570000.0,31086038.970000003,39648450000.0,655531703.97
C033,2047,449856.0,2046380000.0,31203484.290000003,41694830000.0,686735188.26
C033,2048,449856.0,1790570000.0,31309204.35,43485400000.0,718044392.61
C033,2049,449856.0,2046380000.0,31121267.310000002,45531780000.0,749165659.9200001
C033,2050,449856.0,1790570000.0,31391421.33,47322350000.0,780557081.2500001
C034,2025,0.0,0.0,0.0,0.0,0.0
C034,2026,0.0,0.0,0.0,0.0,0.0
C034,2027,0.0,0.0,0.0,0.0,0.0
C034,2028,0.0,0.0,0.0,0.0,0.0
C034,2029,0.0,0.0,0.0,0.0,0.0
C034,2030,0.0,0.0,0.0,0.0,0.0
C034,2031,0.0,0.0,0.0,0.0,0.0
C034,2032,0.0,0.0,0.0,0.0,0.0
C034,2033,0.0,0.0,0.0,0.0,0.0
C034,2034,0.0,0.0,0.0,0.0,0.0
C034,2035,0.0,0.0,0.0,0.0,0.0
C034,2036,0.0,0.0,0.0,0.0,0.0
C034,2037,0.0,0.0,0.0,0.0,0.0
C034,2038,0.0,0.0,0.0,0.0,0.0
C034,2039,0.0,0.0,0.0,0.0,0.0
C034,2040,0.0,0.0,0.0,0.0,0.0
C034,2041,0.0,0.0,0.0,0.0,0.0
C034,2042,0.0,0.0,0.0,0.0,0.0
C034,2043,0.0,0.0,0.0,0.0,0.0
C034,2044,0.0,0.0,0.0,0.0,0.0
C034,2045,783.0,558640000.0,34624.26,558640000.0,34624.26
C034,2046,1621.0,0.0,71680.62,558640000.0,106304.88
C034,2047,2476.0,0.0,109488.72,558640000.0,215793.6
C034,2048,3347.0,0.0,148004.34,558640000.0,363797.94
C034,2049,4236.0,0.0,187315.91999999998,558640000.0,551113.86
C034,2050,5143.0,0.0,227423.46,558640000.0,778537.32
C035,2025,,2298130000.0,42711237.93,2298130000.0,42711237.93
C035,2026,,2298130000.0,42711237.93,4596260000.0,85422475.86
C035,2027,,2298130000.0,42711237.93,6894390000.0,128133713.78999999
C035,2028,,2298130000.0,42711237.93,9192520000.0,170844951.72
C035,2029,,2298130000.0,42711237.93,11490650000.0,213556189.65
C035,2030,,2298130000.0,42711237.93,13788780000.0,256267427.58
C035,2031,,2298130000.0,42711237.93,16086910000.0,298978665.51
C035,2032,,2298130000.0,42711237.93,18385040000.0,341689903.44
C035,2033,,2298130000.0,42711237.93,20683170000.0,384401141.37
C035,2034,,2298130000.0,42711237.93,22981300000.0,427112379.3
C035,2035,,2298130000.0,42711237.93,25279430000.0,469823617.23
C035,2036,,2298130000.0,42711237.93,27577560000.0,512534855.16
C035,2037,,2298130000.0,42711237.93,29875690000.0,555246093.09
C035,2038,,2298130000.0,42711237.93,32173820000.0,597957331.02
C035,2039,,2298130000.0,42711237.93,34471950000.0,640668568.9499999
C035,2040,,2298130000.0,42711237.93,36770080000.0,683379806.8799999
C035,2041,,2298130000.0,42711237.93,39068210000.0,726091044.8099998
C035,2042,,2298130000.0,42711237.93,41366340000.0,768802282.7399998
C035,2043,,2298130000.0,42711237.93,43664470000.0,811513520.6699997
C035,2044,,2298130000.0,42711237.93,45962600000.0,854224758.5999997
C035,2045,,2298130000.0,42711237.93,48260730000.0,896935996.5299996
C035,2046,,2298130000.0,42711237.93,50558860000.0,939647234.4599996
C035,2047,,2298130000.0,42711237.93,52856990000.0,982358472.3899995
C035,2048,,2298130000.0,42711237.93,55155120000.0,1025069710.3199995
C035,2049,,2298130000.0,42711237.93,57453250000.0,1067780948.2499994
C035,2050,,2298130000.0,42711237.93,59751380000.0,1110492186.1799994
C036,2025,0.0,0.0,0.0,0.0,0.0
C036,2026,0.0,0.0,0.0,0.0,0.0
C036,2027,0.0,0.0,0.0,0.0,0.0
C036,2028,0.0,0.0,0.0,0.0,0.0
C036,2029,0.0,0.0,0.0,0.0,0.0
C036,2030,0.0,0.0,0.0,0.0,0.0
C036,2031,0.0,0.0,0.0,0.0,0.0
C036,2032,0.0,0.0,0.0,0.0,0.0
C036,2033,0.0,0.0,0.0,0.0,0.0
C036,2034,0.0,0.0,0.0,0.0,0.0
C036,2035,0.0,0.0,0.0,0.0,0.0
C036,2036,0.0,0.0,0.0,0.0,0.0
C036,2037,0.0,0.0,0.0,0.0,0.0
C036,2038,0.0,0.0,0.0,0.0,0.0
C036,2039,1178.0,631170000.0,39545.46,631170000.0,39545.46
C036,2040,4458.0,0.0,149655.06,631170000.0,189200.52
C036,2041,7804.0,0.0,261980.28,631170000.0,451180.8
C036,2042,11218.0,0.0,376588.26,631170000.0,827769.06
C036,2043,14699.0,0.0,493445.43,631170000.0,1321214.49
C036,2044,18247.0,0.0,612551.79,631170000.0,1933766.28
C036,2045,21866.0,0.0,734041.62,631170000.0,2667807.9
C036,2046,25554.0,631170000.0,857847.78,1262340000.0,3525655.6799999997
C036,2047,29316.0,0.0,984138.12,1262340000.0,4509793.8
C036,2048,33149.0,0.0,1112811.93,1262340000.0,5622605.7299999995
C036,2049,37055.0,631170000.0,1243936.35,1893510000.0,6866542.08
C036,2050,41038.0,0.0,1377645.66,1893510000.0,8244187.74
C037,2025,0.0,0.0,0.0,0.0,0.0
C037,2026,30061.0,218940000.0,936400.1499999999,218940000.0,936400.1499999999
C037,2027,30061.0,0.0,936400.1499999999,218940000.0,1872800.2999999998
C037,2028,30062.0,0.0,936431.2999999999,218940000.0,2809231.5999999996
C037,2029,30061.0,0.0,936400.1499999999,218940000.0,3745631.7499999995
C037,2030,30061.0,0.0,936400.1499999999,218940000.0,4682031.899999999
C037,2031,30061.0,0.0,936400.1499999999,218940000.0,5618432.049999999
C037,2032,30061.0,218940000.0,936400.1499999999,437880000.0,6554832.199999999
C037,2033,30062.0,0.0,936431.2999999999,437880000.0,7491263.499999999
C037,2034,30061.0,0.0,936400.1499999999,437880000.0,8427663.649999999
C037,2035,30061.0,0.0,936400.1499999999,437880000.0,9364063.799999999
C037,2036,30061.0,0.0,936400.1499999999,437880000.0,10300463.95
C037,2037,30061.0,0.0,936400.1499999999,437880000.0,11236864.1
C037,2038,30062.0,218940000.0,936431.2999999999,656820000.0,12173295.4
C037,2039,30061.0,0.0,936400.1499999999,656820000.0,13109695.55
C037,2040,30061.0,0.0,936400.1499999999,656820000.0,14046095.700000001
C037,2041,30061.0,0.0,936400.1499999999,656820000.0,14982495.850000001
C037,2042,30061.0,0.0,936400.1499999999,656820000.0,15918896.000000002
C037,2043,30062.0,0.0,936431.2999999999,656820000.0,16855327.3
C037,2044,30061.0,0.0,936400.1499999999,656820000.0,17791727.45
C037,2045,30061.0,218940000.0,936400.1499999999,875760000.0,18728127.599999998
C037,2046,30061.0,0.0,936400.1499999999,875760000.0,19664527.749999996
C037,2047,30061.0,0.0,936400.1499999999,875760000.0,20600927.899999995
C037,2048,30062.0,0.0,936431.2999999999,875760000.0,21537359.199999996
C037,2049,30061.0,0.0,936400.1499999999,875760000.0,22473759.349999994
C037,2050,30061.0,0.0,936400.1499999999,875760000.0,23410159.499999993
C038,2025,0.0,0.0,0.0,0.0,0.0
C038,2026,141454.0,917750000.0,5324483.71,917750000.0,5324483.71
C038,2027,141455.0,771630000.0,5452885.59,1689380000.0,10777369.3
C038,2028,141454.0,771630000.0,5310097.0,2461010000.0,16087466.3
C038,2029,141455.0,771630000.0,5310144.03,3232640000.0,21397610.330000002
C038,2030,141454.0,771630000.0,5310097.0,4004270000.0,26707707.330000002
C038,2031,141454.0,771630000.0,5310097.0,4775900000.0,32017804.330000002
C038,2032,141455.0,771630000.0,5310144.029999999,5547530000.0,37327948.36
C038,2033,141454.0,771630000.0,5310097.0,6319160000.0,42638045.36
C038,2034,141455.0,771630000.0,5310144.029999999,7090790000.0,47948189.39
C038,2035,141454.0,771630000.0,5310097.0,7862420000.0,53258286.39
C038,2036,141454.0,917750000.0,5311280.26,8780170000.0,58569566.65
C038,2037,141455.0,771630000.0,5466089.039999999,9551800000.0,64035655.69
C038,2038,141454.0,771630000.0,5310097.0,10323430000.0,69345752.69
C038,2039,141455.0,771630000.0,5310144.029999999,11095060000.0,74655896.72
C038,2040,141454.0,771630000.0,5310097.0,11866690000.0,79965993.72
C038,2041,141454.0,771630000.0,5310097.0,12638320000.0,85276090.72
C038,2042,141455.0,771630000.0,5310144.03,13409950000.0,90586234.75
C038,2043,141454.0,771630000.0,5310097.0,14181580000.0,95896331.75
C038,2044,141455.0,771630000.0,5310144.029999999,14953210000.0,101206475.78
C038,2045,141454.0,771630000.0,5310097.0,15724840000.0,106516572.78
C038,2046,141454.0,771630000.0,5310097.0,16496470000.0,111826669.78
C038,2047,141455.0,917750000.0,5312524.98,17414220000.0,117139194.76
C038,2048,141454.0,771630000.0,5464844.32,18185850000.0,122604039.08000001
C038,2049,141455.0,771630000.0,5310144.03,18957480000.0,127914183.11000001
C038,2050,141454.0,771630000.0,5310097.0,19729110000.0,133224280.11000001
C039,2025,,569080000.0,36483188.03,569080000.0,36483188.03
C039,2026,,569080000.0,36483188.03,1138160000.0,72966376.06
C039,2027,,569080000.0,36483188.03,1707240000.0,109449564.09
C039,2028,,569080000.0,36483188.03,2276320000.0,145932752.12
C039,2029,,569080000.0,36483188.03,2845400000.0,182415940.15
C039,2030,,569080000.0,36483188.03,3414480000.0,218899128.18
C039,2031,,569080000.0,36483188.03,3983560000.0,255382316.21
C039,2032,,569080000.0,36483188.03,4552640000.0,291865504.24
C039,2033,,569080000.0,36483188.03,5121720000.0,328348692.27
C039,2034,,569080000.0,36483188.03,5690800000.0,364831880.29999995
C039,2035,,569080000.0,36483188.03,6259880000.0,401315068.3299999
C039,2036,,569080000.0,36483188.03,6828960000.0,437798256.3599999
C039,2037,,569080000.0,36483188.03,7398040000.0,474281444.38999987
C039,2038,,569080000.0,36483188.03,7967120000.0,510764632.41999984
C039,2039,,569080000.0,36483188.03,8536200000.0,547247820.4499998
C039,2040,,569080000.0,36483188.03,9105280000.0,583731008.4799998
C039,2041,,569080000.0,36483188.03,9674360000.0,620214196.5099998
C039,2042,,569080000.0,36483188.03,10243440000.0,656697384.5399997
C039,2043,,569080000.0,36483188.03,10812520000.0,693180572.5699997
C039,2044,,569080000.0,36483188.03,11381600000.0,729663760.5999997
C039,2045,,569080000.0,36483188.03,11950680000.0,766146948.6299996
C039,2046,,569080000.0,36483188.03,12519760000.0,802630136.6599996
C039,2047,,569080000.0,36483188.03,13088840000.0,839113324.6899996
C039,2048,,569080000.0,36483188.03,13657920000.0,875596512.7199996
C039,2049,,569080000.0,36483188.03,14227000000.0,912079700.7499995
C039,2050,,569080000.0,36483188.03,14796080000.0,948562888.7799995
C040,2025,0.0,0.0,0.0,0.0,0.0
C040,2026,410434.0,1790570000.0,27685497.25,1790570000.0,27685497.25
C040,2027,410435.0,1790570000.0,27685583.51,3581140000.0,55371080.760000005
C040,2028,410434.0,1790570000.0,27685497.25,5371710000.0,83056578.01
C040,2029,410435.0,1790570000.0,27685583.509999998,7162280000.0,110742161.52000001
C040,2030,410434.0,1790570000.0,27685497.25,8952850000.0,138427658.77
C040,2031,410434.0,1790570000.0,27685497.25,10743420000.0,166113156.02
C040,2032,410435.0,1790570000.0,27685583.509999998,12533990000.0,193798739.53
C040,2033,410434.0,1790570000.0,27685497.25,14324560000.0,221484236.78
C040,2034,410435.0,1790570000.0,27685583.51,16115130000.0,249169820.29
C040,2035,410434.0,1790570000.0,27685497.25,17905700000.0,276855317.53999996
C040,2036,410434.0,1790570000.0,27685497.25,19696270000.0,304540814.78999996
C040,2037,410435.0,1790570000.0,27685583.51,21486840000.0,332226398.29999995
C040,2038,410434.0,1790570000.0,27685497.250000004,23277410000.0,359911895.54999995
C040,2039,410435.0,1790570000.0,27685583.51,25067980000.0,387597479.05999994
C040,2040,410434.0,1790570000.0,27685497.250000004,26858550000.0,415282976.30999994
C040,2041,410434.0,1790570000.0,27685497.250000004,28649120000.0,442968473.55999994
C040,2042,410435.0,1790570000.0,27685583.510000005,30439690000.0,470654057.06999993
C040,2043,410434.0,1790570000.0,27685497.250000007,32230260000.0,498339554.31999993
C040,2044,410435.0,1790570000.0,27685583.510000005,34020830000.0,526025137.8299999
C040,2045,410434.0,1790570000.0,27685497.250000004,35811400000.0,553710635.0799999
C040,2046,410434.0,1790570000.0,27685497.250000004,37601970000.0,581396132.3299999
C040,2047,410435.0,1337150000.0,27706457.770000003,38939120000.0,609102590.0999999
C040,2048,410434.0,1790570000.0,27664622.990000002,40729690000.0,636767213.0899999
C040,2049,410435.0,1790570000.0,27685583.510000005,42520260000.0,664452796.5999999
C040,2050,410434.0,1790570000.0,27685497.250000004,44310830000.0,692138293.8499999
C041,2025,0.0,0.0,0.0,0.0,0.0
C041,2026,216743.0,1790570000.0,10977711.59,1790570000.0,10977711.59
C041,2027,216742.0,631170000.0,18004555.98,2421740000.0,28982267.57
C041,2028,216742.0,771630000.0,7813650.579999999,3193370000.0,36795918.15
C041,2029,216742.0,1790570000.0,10947182.85,4983940000.0,47743101.0
C041,2030,216743.0,631170000.0,18045529.68,5615110000.0,65788630.68
C041,2031,216743.0,771630000.0,7803252.649999999,6386740000.0,73591883.33
C041,2032,216742.0,1790570000.0,10916779.6,8177310000.0,84508662.92999999
C041,2033,216742.0,631170000.0,18086330.86,8808480000.0,102594993.78999999
C041,2034,216742.0,771630000.0,7792760.66,9580110000.0,110387754.44999999
C041,2035,216743.0,1790570000.0,10886384.149999999,11370680000.0,121274138.6
C041,2036,216743.0,631170000.0,18127251.87,12001850000.0,139401390.47
C041,2037,216742.0,771630000.0,7782329.16,12773480000.0,147183719.63
C041,2038,216742.0,1790570000.0,10855894.639999999,14564050000.0,158039614.26999998
C041,2039,216742.0,631170000.0,18168105.74,15195220000.0,176207720.01
C041,2040,216743.0,771630000.0,7771917.7700000005,15966850000.0,183979637.78
C041,2041,216743.0,1790570000.0,10825538.42,17757420000.0,194805176.2
C041,2042,216742.0,631170000.0,18208940.49,18388590000.0,213014116.69
C041,2043,216742.0,771630000.0,7761439.24,19160220000.0,220775555.93
C041,2044,216742.0,1790570000.0,10795009.680000002,20950790000.0,231570565.61
C041,2045,216743.0,631170000.0,18249914.19,21581960000.0,249820479.8
C041,2046,216743.0,771630000.0,7751041.3100000005,22353590000.0,257571521.11
C041,2047,216742.0,1790570000.0,10764606.430000002,24144160000.0,268336127.54000002
C041,2048,216742.0,631170000.0,18290715.37,24775330000.0,286626842.91
C041,2049,216742.0,771630000.0,7740549.319999998,25546960000.0,294367392.23
C041,2050,216743.0,1790570000.0,10734210.98,27337530000.0,305101603.21000004
C042,2025,0.0,0.0,0.0,0.0,0.0
C042,2026,103200.0,771630000.0,3511011.38,771630000.0,3511011.38
C042,2027,103200.0,631170000.0,3965903.22,1402800000.0,7476914.6
C042,2028,103200.0,631170000.0,3464424.0,2033970000.0,10941338.6
C042,2029,103200.0,694230000.0,3467203.92,2728200000.0,14408542.52
C042,2030,103200.0,694230000.0,3484724.28,3422430000.0,17893266.8
C042,2031,103200.0,694230000.0,3484724.28,4116660000.0,21377991.080000002
C042,2032,103200.0,694230000.0,3484724.28,4810890000.0,24862715.360000003
C042,2033,103200.0,694230000.0,3484724.28,5505120000.0,28347439.640000004
C042,2034,103200.0,771630000.0,3508797.98,6276750000.0,31856237.620000005
C042,2035,103200.0,631170000.0,3968406.7800000003,6907920000.0,35824644.400000006
C042,2036,103200.0,631170000.0,3464424.0,7539090000.0,39289068.400000006
C042,2037,103200.0,694230000.0,3466913.76,8233320000.0,42755982.160000004
C042,2038,103200.0,694230000.0,3484724.28,8927550000.0,46240706.440000005
C042,2039,103200.0,694230000.0,3484724.28,9621780000.0,49725430.720000006
C042,2040,103200.0,694230000.0,3484724.2800000003,10316010000.0,53210155.00000001
C042,2041,103200.0,694230000.0,3484724.28,11010240000.0,56694879.28000001
C042,2042,103200.0,771630000.0,3506584.5799999996,11781870000.0,60201463.86000001
C042,2043,103200.0,631170000.0,3970910.3400000003,12413040000.0,64172374.20000001
C042,2044,103200.0,631170000.0,3464424.0,13044210000.0,67636798.20000002
C042,2045,103200.0,694230000.0,3466623.5999999996,13738440000.0,71103421.80000001
C042,2046,103200.0,694230000.0,3484724.2800000003,14432670000.0,74588146.08000001
C042,2047,103200.0,694230000.0,3484724.28,15126900000.0,78072870.36000001
C042,2048,103200.0,694230000.0,3484724.28,15821130000.0,81557594.64000002
C042,2049,103200.0,694230000.0,3484724.28,16515360000.0,85042318.92000002
C042,2050,103200.0,771630000.0,3504371.1799999997,17286990000.0,88546690.10000002
C043,2025,0.0,0.0,0.0,0.0,0.0
C043,2026,636678.0,1084590000.0,21634894.71,1084590000.0,21634894.71
C043,2027,636678.0,1084590000.0,21634894.71,2169180000.0,43269789.42
C043,2028,636678.0,1084590000.0,21634894.71,3253770000.0,64904684.13
C043,2029,636678.0,1084590000.0,21634894.71,4338360000.0,86539578.84
C043,2030,636678.0,1084590000.0,21634894.71,5422950000.0,108174473.55000001
C043,2031,636678.0,1084590000.0,21634894.71,6507540000.0,129809368.26000002
C043,2032,636678.0,1084590000.0,21634894.71,7592130000.0,151444262.97000003
C043,2033,636678.0,1084590000.0,21634894.71,8676720000.0,173079157.68000004
C043,2034,636678.0,1084590000.0,21634894.71,9761310000.0,194714052.39000005
C043,2035,636678.0,1084590000.0,21634894.71,10845900000.0,216348947.10000005
C043,2036,636678.0,1084590000.0,21634894.71,11930490000.0,237983841.81000006
C043,2037,636678.0,1084590000.0,21634894.71,13015080000.0,259618736.52000007
C043,2038,636678.0,1084590000.0,21634894.71,14099670000.0,281253631.2300001
C043,2039,636678.0,1084590000.0,21634894.71,15184260000.0,302888525.94000006
C043,2040,636678.0,1084590000.0,21634894.71,16268850000.0,324523420.65000004
C043,2041,636678.0,1084590000.0,21634894.71,17353440000.0,346158315.36
C043,2042,636678.0,1084590000.0,21634894.71,18438030000.0,367793210.07
C043,2043,636678.0,1084590000.0,21634894.71,19522620000.0,389428104.78
C043,2044,636678.0,1084590000.0,21634894.71,20607210000.0,411062999.48999995
C043,2045,636678.0,1084590000.0,21634894.71,21691800000.0,432697894.1999999
C043,2046,636678.0,1084590000.0,21634894.71,22776390000.0,454332788.9099999
C043,2047,636678.0,1084590000.0,21634894.71,23860980000.0,475967683.6199999
C043,2048,636678.0,1084590000.0,21634894.71,24945570000.0,497602578.32999986
C043,2049,636678.0,1084590000.0,21634894.71,26030160000.0,519237473.03999984
C043,2050,636678.0,1084590000.0,21634894.71,27114750000.0,540872367.7499999
C044,2025,0.0,0.0,0.0,0.0,0.0
C044,2026,0.0,0.0,0.0,0.0,0.0
C044,2027,0.0,0.0,0.0,0.0,0.0
C044,2028,0.0,0.0,0.0,0.0,0.0
C044,2029,0.0,0.0,0.0,0.0,0.0
C044,2030,0.0,0.0,0.0,0.0,0.0
C044,2031,0.0,0.0,0.0,0.0,0.0
C044,2032,0.0,0.0,0.0,0.0,0.0
C044,2033,0.0,0.0,0.0,0.0,0.0
C044,2034,0.0,0.0,0.0,0.0,0.0
C044,2035,0.0,0.0,0.0,0.0,0.0
C044,2036,0.0,0.0,0.0,0.0,0.0
C044,2037,0.0,0.0,0.0,0.0,0.0
C044,2038,0.0,0.0,0.0,0.0,0.0
C044,2039,0.0,0.0,0.0,0.0,0.0
C044,2040,0.0,0.0,0.0,0.0,0.0
C044,2041,0.0,0.0,0.0,0.0,0.0
C044,2042,0.0,0.0,0.0,0.0,0.0
C044,2043,0.0,0.0,0.0,0.0,0.0
C044,2044,0.0,0.0,0.0,0.0,0.0
C044,2045,0.0,0.0,0.0,0.0,0.0
C044,2046,0.0,0.0,0.0,0.0,0.0
C044,2047,0.0,0.0,0.0,0.0,0.0
C044,2048,0.0,0.0,0.0,0.0,0.0
C044,2049,0.0,0.0,0.0,0.0,0.0
C044,2050,0.0,0.0,0.0,0.0,0.0
C045,2025,0.0,0.0,0.0,0.0,0.0
C045,2026,0.0,0.0,0.0,0.0,0.0
C045,2027,0.0,0.0,0.0,0.0,0.0
C045,2028,0.0,0.0,0.0,0.0,0.0
C045,2029,0.0,0.0,0.0,0.0,0.0
C045,2030,0.0,0.0,0.0,0.0,0.0
C045,2031,0.0,0.0,0.0,0.0,0.0
C045,2032,0.0,0.0,0.0,0.0,0.0
C045,2033,0.0,0.0,0.0,0.0,0.0
C045,2034,0.0,0.0,0.0,0.0,0.0
C045,2035,0.0,0.0,0.0,0.0,0.0
C045,2036,0.0,0.0,0.0,0.0,0.0
C045,2037,0.0,0.0,0.0,0.0,0.0
C045,2038,0.0,0.0,0.0,0.0,0.0
C045,2039,0.0,0.0,0.0,0.0,0.0
C045,2040,0.0,0.0,0.0,0.0,0.0
C045,2041,0.0,0.0,0.0,0.0,0.0
C045,2042,0.0,0.0,0.0,0.0,0.0
C045,2043,0.0,0.0,0.0,0.0,0.0
C045,2044,0.0,0.0,0.0,0.0,0.0
C045,2045,0.0,0.0,0.0,0.0,0.0
C045,2046,0.0,0.0,0.0,0.0,0.0
C045,2047,0.0,0.0,0.0,0.0,0.0
C045,2048,0.0,0.0,0.0,0.0,0.0
C045,2049,0.0,0.0,0.0,0.0,0.0
C045,2050,0.0,0.0,0.0,0.0,0.0
C046,2025,0.0,0.0,0.0,0.0,0.0
C046,2026,448048.0,2046380000.0,31051358.71,2046380000.0,31051358.71
C046,2027,448047.0,1790570000.0,31149327.509999998,3836950000.0,62200686.22
C046,2028,448048.0,2046380000.0,30953299.270000003,5883330000.0,93153985.49000001
C046,2029,448047.0,1790570000.0,31247386.950000003,7673900000.0,124401372.44000001
C046,2030,448048.0,1790570000.0,30930080.89,9464470000.0,155331453.33
C046,2031,448048.0,2046380000.0,30976517.650000002,11510850000.0,186307970.98000002
C046,2032,448047.0,1790570000.0,31224168.57,13301420000.0,217532139.55
