uid,sector,country,year,risk_scenario,total_emissions_tonnes,emissions_abated,price_of_carbon,carbon_cost_total_usd,carbon_cost_avoided_usd,abated_tonnes_cost
C010,Utilities,India,2031,Low Risk,13418240,0,9.992368421052674,134079997.64,0.0,0.0
C010,Utilities,India,2031,Medium Risk,13418240,0,12.399210526315755,166375582.65,0.0,0.0
C010,Utilities,India,2031,High Risk,13418240,0,20.257894736842445,271825293.47,0.0,0.0
C010,Utilities,India,2032,Low Risk,13418240,0,10.172105263157903,136491749.73,0.0,0.0
C010,Utilities,India,2032,Medium Risk,13418240,0,12.932631578947394,173533154.36,0.0,0.0
C010,Utilities,India,2032,High Risk,13418240,0,22.183684210526735,297665998.82,0.0,0.0
C010,Utilities,India,2033,Low Risk,13418240,0,10.351842105263188,138903501.81,0.0,0.0
C010,Utilities,India,2033,Medium Risk,13418240,0,13.466052631579032,180690726.06,0.0,0.0
C010,Utilities,India,2033,High Risk,13418240,0,24.109473684211025,323506704.17,0.0,0.0
C010,Utilities,India,2034,Low Risk,13418240,0,10.531578947368416,141315253.89,0.0,0.0
C010,Utilities,India,2034,Medium Risk,13418240,0,13.99947368421067,187848297.77,0.0,0.0
C010,Utilities,India,2034,High Risk,13418240,0,26.03526315789486,349347409.52,0.0,0.0
C010,Utilities,India,2035,Low Risk,13418240,0,10.711315789473701,143727005.98,0.0,0.0
C010,Utilities,India,2035,Medium Risk,13418240,0,14.532894736842081,195005869.47,0.0,0.0
C010,Utilities,India,2035,High Risk,13418240,0,27.96105263157915,375188114.86,0.0,0.0
C010,Utilities,India,2036,Low Risk,13418240,0,10.891052631578987,146138758.06,0.0,0.0
C010,Utilities,India,2036,Medium Risk,13418240,0,15.06631578947372,202163441.18,0.0,0.0
C010,Utilities,India,2036,High Risk,13418240,0,29.88684210526344,401028820.21,0.0,0.0
C010,Utilities,India,2037,Low Risk,13418240,0,11.070789473684215,148550510.15,0.0,0.0
C010,Utilities,India,2037,Medium Risk,13418240,0,15.599736842105358,209321012.88,0.0,0.0
C010,Utilities,India,2037,High Risk,13418240,0,31.81263157894773,426869525.56,0.0,0.0
C010,Utilities,India,2038,Low Risk,13418240,0,11.2505263157895,150962262.23,0.0,0.0
C010,Utilities,India,2038,Medium Risk,13418240,0,16.133157894736996,216478584.59,0.0,0.0
C010,Utilities,India,2038,High Risk,13418240,0,33.73842105263202,452710230.91,0.0,0.0
C010,Utilities,India,2039,Low Risk,13418240,0,11.430263157894728,153374014.32,0.0,0.0
