sector,region,scenario,level_3,year,carbon_price_usd_tco2e
Energy,Global,High Risk,9,2034,90.67052631578917
Energy,Global,High Risk,10,2035,97.12210526315721
Energy,Global,High Risk,11,2036,103.57368421052524
Energy,Global,High Risk,12,2037,110.0252631578951
Energy,Global,High Risk,13,2038,116.47684210526313
Energy,Global,High Risk,14,2039,122.92842105263117
Energy,Global,High Risk,15,2040,129.3799999999992
Energy,Global,High Risk,16,2041,135.83157894736905
Energy,Global,High Risk,17,2042,142.2831578947371
Energy,Global,High Risk,18,2043,148.73473684210512
Energy,Global,High Risk,19,2044,155.18631578947316
Energy,Global,High Risk,20,2045,161.6378947368412
Energy,Global,High Risk,21,2046,168.08947368421104
Energy,Global,High Risk,22,2047,174.54105263157908
Energy,Global,High Risk,23,2048,180.9926315789471
Energy,Global,High Risk,24,2049,187.44421052631515
Energy,Global,High Risk,25,2050,193.89578947368318
Energy,Global,Low Risk,0,2025,30.266842105263095
Energy,Global,Low Risk,1,2026,31.371052631579005
Energy,Global,Low Risk,2,2027,32.475263157894915
Energy,Global,Low Risk,3,2028,33.57947368421037
Energy,Global,Low Risk,4,2029,34.68368421052628
Energy,Global,Low Risk,5,2030,35.78789473684219
Energy,Global,Low Risk,6,2031,36.892105263157646
Energy,Global,Low Risk,7,2032,37.996315789473556
Energy,Global,Low Risk,8,2033,39.100526315789466
Energy,Global,Low Risk,9,2034,40.204736842105376
Energy,Global,Low Risk,10,2035,41.30894736842083
Energy,Global,Low Risk,11,2036,42.41315789473674
Energy,Global,Low Risk,12,2037,43.51736842105265
Energy,Global,Low Risk,13,2038,44.62157894736856
Energy,Global,Low Risk,14,2039,45.72578947368402
Energy,Global,Low Risk,15,2040,46.82999999999993
Energy,Global,Low Risk,16,2041,47.93421052631584
Energy,Global,Low Risk,17,2042,49.03842105263175
Energy,Global,Low Risk,18,2043,50.1426315789472
Energy,Global,Low Risk,19,2044,51.24684210526311
Energy,Global,Low Risk,20,2045,52.35105263157902
Energy,Global,Low Risk,21,2046,53.45526315789493
Energy,Global,Low Risk,22,2047,54.55947368421039
Energy,Global,Low Risk,23,2048,55.6636842105263
Energy,Global,Low Risk,24,2049,56.76789473684221
Energy,Global,Low Risk,25,2050,57.872105263157664
Energy,Global,Medium Risk,0,2025,32.469999999999345
Energy,Global,Medium Risk,1,2026,34.72599999999966
Energy,Global,Medium Risk,2,2027,36.98199999999906
Energy,Global,Medium Risk,3,2028,39.237999999999374
Energy,Global,Medium Risk,4,2029,41.49399999999969
Energy,Global,Medium Risk,5,2030,43.74999999999909
Energy,Global,Medium Risk,6,2031,46.0059999999994
Energy,Global,Medium Risk,7,2032,48.261999999999716
Energy,Global,Medium Risk,8,2033,50.51799999999912
Energy,Global,Medium Risk,9,2034,52.77399999999943
Energy,Global,Medium Risk,10,2035,55.029999999998836
Energy,Global,Medium Risk,11,2036,57.28599999999915
Energy,Global,Medium Risk,12,2037,59.54199999999946
Energy,Global,Medium Risk,13,2038,61.797999999998865
Energy,Global,Medium Risk,14,2039,64.05399999999918
Energy,Global,Medium Risk,15,2040,66.30999999999949
Energy,Global,Medium Risk,16,2041,68.5659999999989
Energy,Global,Medium Risk,17,2042,70.8219999999992
Energy,Global,Medium Risk,18,2043,73.07799999999952
Energy,Global,Medium Risk,19,2044,75.33399999999892
Energy,Global,Medium Risk,20,2045,77.58999999999924
Energy,Global,Medium Risk,21,2046,79.84599999999955
Energy,Global,Medium Risk,22,2047,82.10199999999895
Energy,Global,Medium Risk,23,2048,84.35799999999927
Energy,Global,Medium Risk,24,2049,86.61399999999958
Energy,Global,Medium Risk,25,2050,88.86999999999898
Energy,India,High Risk,0,2025,3.3460526315791412
Energy,India,High Risk,1,2026,3.916315789473856
Energy,India,High Risk,2,2027,4.486578947368571
Energy,India,High Risk,3,2028,5.056842105263286
Energy,India,High Risk,4,2029,5.6271052631580005
Energy,India,High Risk,5,2030,6.197368421052715
Energy,India,High Risk,6,2031,6.76763157894743
Energy,India,High Risk,7,2032,7.337894736842145
Energy,India,High Risk,8,2033,7.908157894737087
Energy,India,High Risk,9,2034,8.478421052631802
Energy,India,High Risk,10,2035,9.048684210526517
Energy,India,High Risk,11,2036,9.618947368421232
Energy,India,High Risk,12,2037,10.189210526315946
Energy,India,High Risk,13,2038,10.759473684210661
Energy,India,High Risk,14,2039,11.329736842105376
Energy,India,High Risk,15,2040,11.900000000000091
Energy,India,High Risk,16,2041,12.470263157894806
Energy,India,High Risk,17,2042,13.04052631578952
Energy,India,High Risk,18,2043,13.610789473684463
Energy,India,High Risk,19,2044,14.181052631579178
Energy,India,High Risk,20,2045,14.751315789473892
Energy,India,High Risk,21,2046,15.321578947368607
Energy,India,High Risk,22,2047,15.891842105263322
Energy,India,High Risk,23,2048,16.462105263158037
Energy,India,High Risk,24,2049,17.03236842105275
Energy,India,High Risk,25,2050,17.602631578947467
Energy,India,Low Risk,0,2025,3.1852631578947523
Energy,India,Low Risk,1,2026,3.2315789473684333
Energy,India,Low Risk,2,2027,3.2778947368421143
Energy,India,Low Risk,3,2028,3.3242105263158095
Energy,India,Low Risk,4,2029,3.3705263157894905
Energy,India,Low Risk,5,2030,3.4168421052631714
Energy,India,Low Risk,6,2031,3.4631578947368524
Energy,India,Low Risk,7,2032,3.5094736842105334
Energy,India,Low Risk,8,2033,3.5557894736842286
Energy,India,Low Risk,9,2034,3.6021052631579096
Energy,India,Low Risk,10,2035,3.6484210526315906
Energy,India,Low Risk,11,2036,3.6947368421052715
Energy,India,Low Risk,12,2037,3.7410526315789667
Energy,India,Low Risk,13,2038,3.7873684210526477
Energy,India,Low Risk,14,2039,3.8336842105263287
Energy,India,Low Risk,15,2040,3.8800000000000097
Energy,India,Low Risk,16,2041,3.9263157894736906
Energy,India,Low Risk,17,2042,3.972631578947386
Energy,India,Low Risk,18,2043,4.018947368421067
Energy,India,Low Risk,19,2044,4.065263157894748
Energy,India,Low Risk,20,2045,4.111578947368429
Energy,India,Low Risk,21,2046,4.157894736842124
Energy,India,Low Risk,22,2047,4.204210526315805
Energy,India,Low Risk,23,2048,4.250526315789486
Energy,India,Low Risk,24,2049,4.296842105263167
Energy,India,Low Risk,25,2050,4.343157894736848
Energy,India,Medium Risk,0,2025,3.22921052631591
Energy,India,Medium Risk,1,2026,3.485263157894792
Energy,India,Medium Risk,2,2027,3.741315789473788
Energy,India,Medium Risk,3,2028,3.99736842105267
Energy,India,Medium Risk,4,2029,4.253421052631666
Energy,India,Medium Risk,5,2030,4.509473684210661
Energy,India,Medium Risk,6,2031,4.765526315789543
Energy,India,Medium Risk,7,2032,5.021578947368539
Energy,India,Medium Risk,8,2033,5.277631578947421
Energy,India,Medium Risk,9,2034,5.533684210526417
Energy,India,Medium Risk,10,2035,5.7897368421054125
Energy,India,Medium Risk,11,2036,6.0457894736842945
Energy,India,Medium Risk,12,2037,6.30184210526329
Energy,India,Medium Risk,13,2038,6.557894736842172
Energy,India,Medium Risk,14,2039,6.813947368421168
Energy,India,Medium Risk,15,2040,7.07000000000005
Energy,India,Medium Risk,16,2041,7.326052631579046
Energy,India,Medium Risk,17,2042,7.5821052631580415
Energy,India,Medium Risk,18,2043,7.8381578947369235
Energy,India,Medium Risk,19,2044,8.09421052631592
Energy,India,Medium Risk,20,2045,8.350263157894801
Energy,India,Medium Risk,21,2046,8.606315789473797
Energy,India,Medium Risk,22,2047,8.862368421052679
Energy,India,Medium Risk,23,2048,9.118421052631675
Energy,India,Medium Risk,24,2049,9.37447368421067
Energy,India,Medium Risk,25,2050,9.630526315789552
Energy,USA,High Risk,0,2025,59.970000000001164
Energy,USA,High Risk,1,2026,70.90000000000146
Energy,USA,High Risk,2,2027,81.83000000000175
Energy,USA,High Risk,3,2028,92.76000000000204
Energy,USA,High Risk,4,2029,103.69000000000233
Energy,USA,High Risk,5,2030,114.61999999999898
Energy,USA,High Risk,6,2031,125.54999999999927
Energy,USA,High Risk,7,2032,136.47999999999956
Energy,USA,High Risk,8,2033,147.40999999999985
Energy,USA,High Risk,9,2034,158.34000000000015
Energy,USA,High Risk,10,2035,169.27000000000044
Energy,USA,High Risk,11,2036,180.20000000000073
Energy,USA,High Risk,12,2037,191.13000000000102
Energy,USA,High Risk,13,2038,202.0600000000013
Energy,USA,High Risk,14,2039,212.9900000000016
Energy,USA,High Risk,15,2040,223.9200000000019
Energy,USA,High Risk,16,2041,234.85000000000218
Energy,USA,High Risk,17,2042,245.77999999999884
Energy,USA,High Risk,18,2043,256.7099999999991
Energy,USA,High Risk,19,2044,267.6399999999994
Energy,USA,High Risk,20,2045,278.5699999999997
Energy,USA,High Risk,21,2046,289.5
Energy,USA,High Risk,22,2047,300.4300000000003
Energy,USA,High Risk,23,2048,311.3600000000006
Energy,USA,High Risk,24,2049,322.2900000000009
Energy,USA,High Risk,25,2050,333.22000000000116
Energy,USA,Low Risk,0,2025,57.74236842105279
Energy,USA,Low Risk,1,2026,58.10421052631591
Energy,USA,Low Risk,2,2027,58.46605263157903
Energy,USA,Low Risk,3,2028,58.82789473684227
Energy,USA,Low Risk,4,2029,59.18973684210539
Energy,USA,Low Risk,5,2030,59.55157894736851
Energy,USA,Low Risk,6,2031,59.91342105263175
Energy,USA,Low Risk,7,2032,60.27526315789487
Energy,USA,Low Risk,8,2033,60.63710526315799
Energy,USA,Low Risk,9,2034,60.99894736842123
Energy,USA,Low Risk,10,2035,61.36078947368435
Energy,USA,Low Risk,11,2036,61.72263157894747
Energy,USA,Low Risk,12,2037,62.08447368421059
Energy,USA,Low Risk,13,2038,62.44631578947383
Energy,USA,Low Risk,14,2039,62.80815789473695
Energy,USA,Low Risk,15,2040,63.17000000000007
Energy,USA,Low Risk,16,2041,63.53184210526331
Energy,USA,Low Risk,17,2042,63.89368421052643
Energy,USA,Low Risk,18,2043,64.25552631578955
Energy,USA,Low Risk,19,2044,64.61736842105279
Energy,USA,Low Risk,20,2045,64.97921052631591
Energy,USA,Low Risk,21,2046,65.34105263157903
Energy,USA,Low Risk,22,2047,65.70289473684227
Energy,USA,Low Risk,23,2048,66.06473684210539
Energy,USA,Low Risk,24,2049,66.42657894736851
Energy,USA,Low Risk,25,2050,66.78842105263175
Energy,USA,Medium Risk,0,2025,55.207105263158155
Energy,USA,Medium Risk,1,2026,60.462631578948276
Energy,USA,Medium Risk,2,2027,65.71815789473658
Energy,USA,Medium Risk,3,2028,70.9736842105267
Energy,USA,Medium Risk,4,2029,76.22921052631682
Energy,USA,Medium Risk,5,2030,81.48473684210512
Energy,USA,Medium Risk,6,2031,86.74026315789524
Energy,USA,Medium Risk,7,2032,91.99578947368536
Energy,USA,Medium Risk,8,2033,97.25131578947367
Energy,USA,Medium Risk,9,2034,102.50684210526379
Energy,USA,Medium Risk,10,2035,107.7623684210539
Energy,USA,Medium Risk,11,2036,113.01789473684221
Energy,USA,Medium Risk,12,2037,118.27342105263233
Energy,USA,Medium Risk,13,2038,123.52894736842245
Energy,USA,Medium Risk,14,2039,128.78447368421075
Energy,USA,Medium Risk,15,2040,134.04000000000087
Energy,USA,Medium Risk,16,2041,139.29552631578917
Energy,USA,Medium Risk,17,2042,144.5510526315793
Energy,USA,Medium Risk,18,2043,149.80657894736942
Energy,USA,Medium Risk,19,2044,155.06210526315772
Energy,USA,Medium Risk,20,2045,160.31763157894784
Energy,USA,Medium Risk,21,2046,165.57315789473796
Energy,USA,Medium Risk,22,2047,170.82868421052626
Energy,USA,Medium Risk,23,2048,176.08421052631638
Energy,USA,Medium Risk,24,2049,181.3397368421065
Energy,USA,Medium Risk,25,2050,186.5952631578948
Industrials,China,High Risk,0,2025,29.386842105262986
Industrials,China,High Risk,1,2026,34.53105263157886
Industrials,China,High Risk,2,2027,39.67526315789473
Industrials,China,High Risk,3,2028,44.81947368421061
Industrials,China,High Risk,4,2029,49.96368421052648
Industrials,China,High Risk,5,2030,55.107894736842354
Industrials,China,High Risk,6,2031,60.25210526315823
Industrials,China,High Risk,7,2032,65.3963157894741
Industrials,China,High Risk,8,2033,70.54052631578998
Industrials,China,High Risk,9,2034,75.68473684210585
Industrials,China,High Risk,10,2035,80.82894736842172
Industrials,China,High Risk,11,2036,85.9731578947376
Industrials,China,High Risk,12,2037,91.11736842105347
Industrials,China,High Risk,13,2038,96.26157894736752
Industrials,China,High Risk,14,2039,101.4057894736834
Industrials,China,High Risk,15,2040,106.54999999999927
Industrials,China,High Risk,16,2041,111.69421052631515
Industrials,China,High Risk,17,2042,116.83842105263102
Industrials,China,High Risk,18,2043,121.9826315789469
Industrials,China,High Risk,19,2044,127.12684210526277
Industrials,China,High Risk,20,2045,132.27105263157864
Industrials,China,High Risk,21,2046,137.41526315789451
Industrials,China,High Risk,22,2047,142.5594736842104
Industrials,China,High Risk,23,2048,147.70368421052626
Industrials,China,High Risk,24,2049,152.84789473684214
Industrials,China,High Risk,25,2050,157.992105263158
Industrials,China,Low Risk,0,2025,28.513157894736878
Industrials,China,Low Risk,1,2026,29.09894736842125
Industrials,China,Low Risk,2,2027,29.684736842105394
Industrials,China,Low Risk,3,2028,30.27052631578954
Industrials,China,Low Risk,4,2029,30.856315789473683
Industrials,China,Low Risk,5,2030,31.442105263158055
Industrials,China,Low Risk,6,2031,32.0278947368422
Industrials,China,Low Risk,7,2032,32.613684210526344
Industrials,China,Low Risk,8,2033,33.199473684210716
Industrials,China,Low Risk,9,2034,33.78526315789486
Industrials,China,Low Risk,10,2035,34.371052631579005
Industrials,China,Low Risk,11,2036,34.95684210526338
Industrials,China,Low Risk,12,2037,35.54263157894752
Industrials,China,Low Risk,13,2038,36.128421052631666
Industrials,China,Low Risk,14,2039,36.71421052631581
Industrials,China,Low Risk,15,2040,37.30000000000018
Industrials,China,Low Risk,16,2041,37.885789473684326
Industrials,China,Low Risk,17,2042,38.47157894736847
Industrials,China,Low Risk,18,2043,39.05736842105284
Industrials,China,Low Risk,19,2044,39.64315789473699
Industrials,China,Low Risk,20,2045,40.22894736842113
Industrials,China,Low Risk,21,2046,40.814736842105276
Industrials,China,Low Risk,22,2047,41.40052631578965
Industrials,China,Low Risk,23,2048,41.98631578947379
Industrials,China,Low Risk,24,2049,42.57210526315794
Industrials,China,Low Risk,25,2050,43.15789473684231
Industrials,China,Medium Risk,0,2025,28.24605263157855
Industrials,China,Medium Risk,1,2026,30.16631578947363
Industrials,China,Medium Risk,2,2027,32.08657894736825
Industrials,China,Medium Risk,3,2028,34.006842105262876
Industrials,China,Medium Risk,4,2029,35.9271052631575
Industrials,China,Medium Risk,5,2030,37.84736842105258
Industrials,China,Medium Risk,6,2031,39.7676315789472
Industrials,China,Medium Risk,7,2032,41.68789473684183
Industrials,China,Medium Risk,8,2033,43.60815789473645
Industrials,China,Medium Risk,9,2034,45.52842105263153
Industrials,China,Medium Risk,10,2035,47.44868421052615
Industrials,China,Medium Risk,11,2036,49.36894736842078
Industrials,China,Medium Risk,12,2037,51.2892105263154
Industrials,China,Medium Risk,13,2038,53.20947368421048
Industrials,China,Medium Risk,14,2039,55.1297368421051
Industrials,China,Medium Risk,15,2040,57.04999999999973
Industrials,China,Medium Risk,16,2041,58.97026315789435
Industrials,China,Medium Risk,17,2042,60.89052631578943
Industrials,China,Medium Risk,18,2043,62.81078947368405
Industrials,China,Medium Risk,19,2044,64.73105263157868
Industrials,China,Medium Risk,20,2045,66.6513157894733
Industrials,China,Medium Risk,21,2046,68.57157894736838
Industrials,China,Medium Risk,22,2047,70.491842105263
Industrials,China,Medium Risk,23,2048,72.41210526315763
Industrials,China,Medium Risk,24,2049,74.33236842105225
Industrials,China,Medium Risk,25,2050,76.25263157894688
Industrials,EU,High Risk,0,2025,138.34500000000116
Industrials,EU,High Risk,1,2026,163.76000000000204
Industrials,EU,High Risk,2,2027,189.1750000000029
Industrials,EU,High Risk,3,2028,214.5899999999965
Industrials,EU,High Risk,4,2029,240.00499999999738
Industrials,EU,High Risk,5,2030,265.41999999999825
Industrials,EU,High Risk,6,2031,290.8349999999991
Industrials,EU,High Risk,7,2032,316.25
Industrials,EU,High Risk,8,2033,341.6650000000009
Industrials,EU,High Risk,9,2034,367.08000000000175
Industrials,EU,High Risk,10,2035,392.4950000000026
Industrials,EU,High Risk,11,2036,417.9099999999962
Industrials,EU,High Risk,12,2037,443.3249999999971
Industrials,EU,High Risk,13,2038,468.73999999999796
Industrials,EU,High Risk,14,2039,494.15499999999884
Industrials,EU,High Risk,15,2040,519.5699999999997
Industrials,EU,High Risk,16,2041,544.9850000000006
Industrials,EU,High Risk,17,2042,570.4000000000015
Industrials,EU,High Risk,18,2043,595.8150000000023
Industrials,EU,High Risk,19,2044,621.2299999999959
Industrials,EU,High Risk,20,2045,646.6449999999968
Industrials,EU,High Risk,21,2046,672.0599999999977
Industrials,EU,High Risk,22,2047,697.4749999999985
Industrials,EU,High Risk,23,2048,722.8899999999994
Industrials,EU,High Risk,24,2049,748.3050000000003
Industrials,EU,High Risk,25,2050,773.7200000000012
Industrials,EU,Low Risk,0,2025,142.02710526315798
Industrials,EU,Low Risk,1,2026,142.60263157894758
Industrials,EU,Low Risk,2,2027,143.17815789473696
Industrials,EU,Low Risk,3,2028,143.75368421052656
Industrials,EU,Low Risk,4,2029,144.32921052631593
Industrials,EU,Low Risk,5,2030,144.9047368421053
Industrials,EU,Low Risk,6,2031,145.4802631578949
Industrials,EU,Low Risk,7,2032,146.05578947368429
Industrials,EU,Low Risk,8,2033,146.6313157894739
Industrials,EU,Low Risk,9,2034,147.20684210526326
Industrials,EU,Low Risk,10,2035,147.78236842105287
Industrials,EU,Low Risk,11,2036,148.35789473684224
Industrials,EU,Low Risk,12,2037,148.93342105263162
Industrials,EU,Low Risk,13,2038,149.50894736842122
Industrials,EU,Low Risk,14,2039,150.0844736842106
Industrials,EU,Low Risk,15,2040,150.6600000000002
Industrials,EU,Low Risk,16,2041,151.23552631578957
Industrials,EU,Low Risk,17,2042,151.81105263157895
Industrials,EU,Low Risk,18,2043,152.38657894736855
Industrials,EU,Low Risk,19,2044,152.96210526315792
Industrials,EU,Low Risk,20,2045,153.53763157894753
Industrials,EU,Low Risk,21,2046,154.1131578947369
Industrials,EU,Low Risk,22,2047,154.6886842105265
Industrials,EU,Low Risk,23,2048,155.26421052631588
Industrials,EU,Low Risk,24,2049,155.83973684210525
Industrials,EU,Low Risk,25,2050,156.41526315789486
Industrials,EU,Medium Risk,0,2025,144.3105263157886
Industrials,EU,Medium Risk,1,2026,153.0931578947384
Industrials,EU,Medium Risk,2,2027,161.87578947368456
Industrials,EU,Medium Risk,3,2028,170.65842105263073
Industrials,EU,Medium Risk,4,2029,179.44105263158053
Industrials,EU,Medium Risk,5,2030,188.2236842105267
Industrials,EU,Medium Risk,6,2031,197.00631578947286
Industrials,EU,Medium Risk,7,2032,205.78894736842267
Industrials,EU,Medium Risk,8,2033,214.57157894736883
Industrials,EU,Medium Risk,9,2034,223.354210526315
Industrials,EU,Medium Risk,10,2035,232.1368421052648
Industrials,EU,Medium Risk,11,2036,240.91947368421097
Industrials,EU,Medium Risk,12,2037,249.70210526315714
Industrials,EU,Medium Risk,13,2038,258.48473684210694
Industrials,EU,Medium Risk,14,2039,267.2673684210531
Industrials,EU,Medium Risk,15,2040,276.0499999999993
Industrials,EU,Medium Risk,16,2041,284.8326315789491
Industrials,EU,Medium Risk,17,2042,293.61526315789524
Industrials,EU,Medium Risk,18,2043,302.3978947368414
Industrials,EU,Medium Risk,19,2044,311.1805263157912
Industrials,EU,Medium Risk,20,2045,319.9631578947374
Industrials,EU,Medium Risk,21,2046,328.74578947368354
Industrials,EU,Medium Risk,22,2047,337.52842105263335
Industrials,EU,Medium Risk,23,2048,346.3110526315795
Industrials,EU,Medium Risk,24,2049,355.0936842105257
Industrials,EU,Medium Risk,25,2050,363.8763157894755
Industrials,Global,High Risk,0,2025,39.480263157895024
Industrials,Global,High Risk,1,2026,46.93157894736942
Industrials,Global,High Risk,2,2027,54.38289473684199
Industrials,Global,High Risk,3,2028,61.83421052631638
Industrials,Global,High Risk,4,2029,69.28552631578896
Industrials,Global,High Risk,5,2030,76.73684210526335
Industrials,Global,High Risk,6,2031,84.18815789473774
Industrials,Global,High Risk,7,2032,91.63947368421032
Industrials,Global,High Risk,8,2033,99.09078947368471
Industrials,Global,High Risk,9,2034,106.54210526315728
Industrials,Global,High Risk,10,2035,113.99342105263167
Industrials,Global,High Risk,11,2036,121.44473684210607
Industrials,Global,High Risk,12,2037,128.89605263157864
Industrials,Global,High Risk,13,2038,136.34736842105303
Industrials,Global,High Risk,14,2039,143.79868421052743
Industrials,Global,High Risk,15,2040,151.25
Industrials,Global,High Risk,16,2041,158.7013157894744
Industrials,Global,High Risk,17,2042,166.15263157894697
Industrials,Global,High Risk,18,2043,173.60394736842136
Industrials,Global,High Risk,19,2044,181.05526315789575
Industrials,Global,High Risk,20,2045,188.50657894736833
Industrials,Global,High Risk,21,2046,195.95789473684272
Industrials,Global,High Risk,22,2047,203.4092105263153
Industrials,Global,High Risk,23,2048,210.86052631578968
Industrials,Global,High Risk,24,2049,218.31184210526408
Industrials,Global,High Risk,25,2050,225.76315789473665
Industrials,Global,Low Risk,0,2025,38.100789473684245
Industrials,Global,Low Risk,1,2026,38.924736842105176
Industrials,Global,Low Risk,2,2027,39.748684210526335
Industrials,Global,Low Risk,3,2028,40.57263157894727
Industrials,Global,Low Risk,4,2029,41.396578947368425
Industrials,Global,Low Risk,5,2030,42.22052631578936
Industrials,Global,Low Risk,6,2031,43.044473684210516
Industrials,Global,Low Risk,7,2032,43.86842105263145
Industrials,Global,Low Risk,8,2033,44.692368421052606
Industrials,Global,Low Risk,9,2034,45.516315789473765
Industrials,Global,Low Risk,10,2035,46.3402631578947
Industrials,Global,Low Risk,11,2036,47.164210526315856
Industrials,Global,Low Risk,12,2037,47.98815789473679
Industrials,Global,Low Risk,13,2038,48.812105263157946
Industrials,Global,Low Risk,14,2039,49.63605263157888
Industrials,Global,Low Risk,15,2040,50.460000000000036
Industrials,Global,Low Risk,16,2041,51.28394736842097
Industrials,Global,Low Risk,17,2042,52.10789473684213
Industrials,Global,Low Risk,18,2043,52.93184210526306
Industrials,Global,Low Risk,19,2044,53.75578947368422
Industrials,Global,Low Risk,20,2045,54.57973684210515
Industrials,Global,Low Risk,21,2046,55.40368421052631
Industrials,Global,Low Risk,22,2047,56.22763157894724
Industrials,Global,Low Risk,23,2048,57.0515789473684
Industrials,Global,Low Risk,24,2049,57.87552631578956
Industrials,Global,Low Risk,25,2050,58.69947368421049
Industrials,Global,Medium Risk,0,2025,40.003947368420995
Industrials,Global,Medium Risk,1,2026,42.53368421052619
Industrials,Global,Medium Risk,2,2027,45.063421052631384
Industrials,Global,Medium Risk,3,2028,47.59315789473658
Industrials,Global,Medium Risk,4,2029,50.12289473684268
Industrials,Global,Medium Risk,5,2030,52.652631578947876
Industrials,Global,Medium Risk,6,2031,55.18236842105307
Industrials,Global,Medium Risk,7,2032,57.712105263158264
Industrials,Global,Medium Risk,8,2033,60.24184210526346
Industrials,Global,Medium Risk,9,2034,62.77157894736865
Industrials,Global,Medium Risk,10,2035,65.30131578947385
Industrials,Global,Medium Risk,11,2036,67.83105263157904
Industrials,Global,Medium Risk,12,2037,70.36078947368424
Industrials,Global,Medium Risk,13,2038,72.89052631578943
Industrials,Global,Medium Risk,14,2039,75.42026315789462
Industrials,Global,Medium Risk,15,2040,77.94999999999982
Industrials,Global,Medium Risk,16,2041,80.47973684210501
Industrials,Global,Medium Risk,17,2042,83.00947368421112
Industrials,Global,Medium Risk,18,2043,85.53921052631631
Industrials,Global,Medium Risk,19,2044,88.0689473684215
Industrials,Global,Medium Risk,20,2045,90.5986842105267
Industrials,Global,Medium Risk,21,2046,93.1284210526319
Industrials,Global,Medium Risk,22,2047,95.65815789473709
Industrials,Global,Medium Risk,23,2048,98.18789473684228
Industrials,Global,Medium Risk,24,2049,100.71763157894748
Industrials,Global,Medium Risk,25,2050,103.24736842105267
Industrials,India,High Risk,0,2025,3.469736842105249
Industrials,India,High Risk,1,2026,4.108421052631684
Industrials,India,High Risk,2,2027,4.747105263157891
Industrials,India,High Risk,3,2028,5.385789473684099
Industrials,India,High Risk,4,2029,6.024473684210534
Industrials,India,High Risk,5,2030,6.663157894736742
Industrials,India,High Risk,6,2031,7.301842105263177
Industrials,India,High Risk,7,2032,7.940526315789384
Industrials,India,High Risk,8,2033,8.57921052631582
Industrials,India,High Risk,9,2034,9.217894736842027
Industrials,India,High Risk,10,2035,9.856578947368462
Industrials,India,High Risk,11,2036,10.49526315789467
Industrials,India,High Risk,12,2037,11.133947368421104
Industrials,India,High Risk,13,2038,11.772631578947312
Industrials,India,High Risk,14,2039,12.411315789473747
Industrials,India,High Risk,15,2040,13.049999999999955
Industrials,India,High Risk,16,2041,13.68868421052639
Industrials,India,High Risk,17,2042,14.327368421052597
Industrials,India,High Risk,18,2043,14.966052631579032
Industrials,India,High Risk,19,2044,15.60473684210524
Industrials,India,High Risk,20,2045,16.243421052631675
Industrials,India,High Risk,21,2046,16.882105263157882
Industrials,India,High Risk,22,2047,17.520789473684317
Industrials,India,High Risk,23,2048,18.159473684210525
Industrials,India,High Risk,24,2049,18.798157894736732
Industrials,India,High Risk,25,2050,19.436842105263167
Industrials,India,Low Risk,0,2025,3.488947368421055
Industrials,India,Low Risk,1,2026,3.5036842105263197
Industrials,India,Low Risk,2,2027,3.518421052631581
Industrials,India,Low Risk,3,2028,3.5331578947368456
Industrials,India,Low Risk,4,2029,3.5478947368421068
Industrials,India,Low Risk,5,2030,3.5626315789473715
Industrials,India,Low Risk,6,2031,3.5773684210526326
Industrials,India,Low Risk,7,2032,3.5921052631578974
Industrials,India,Low Risk,8,2033,3.606842105263162
Industrials,India,Low Risk,9,2034,3.6215789473684232
Industrials,India,Low Risk,10,2035,3.636315789473688
Industrials,India,Low Risk,11,2036,3.651052631578949
Industrials,India,Low Risk,12,2037,3.665789473684214
Industrials,India,Low Risk,13,2038,3.680526315789475
Industrials,India,Low Risk,14,2039,3.6952631578947397
Industrials,India,Low Risk,15,2040,3.7100000000000044
Industrials,India,Low Risk,16,2041,3.7247368421052656
Industrials,India,Low Risk,17,2042,3.7394736842105303
Industrials,India,Low Risk,18,2043,3.7542105263157914
Industrials,India,Low Risk,19,2044,3.768947368421056
Industrials,India,Low Risk,20,2045,3.7836842105263173
Industrials,India,Low Risk,21,2046,3.798421052631582
Industrials,India,Low Risk,22,2047,3.813157894736843
Industrials,India,Low Risk,23,2048,3.827894736842108
Industrials,India,Low Risk,24,2049,3.8426315789473726
Industrials,India,Low Risk,25,2050,3.8573684210526338
Industrials,India,Medium Risk,0,2025,3.462368421052588
Industrials,India,Medium Risk,1,2026,3.7642105263157646
Industrials,India,Medium Risk,2,2027,4.0660526315788275
Industrials,India,Medium Risk,3,2028,4.367894736842004
Industrials,India,Medium Risk,4,2029,4.669736842105181
Industrials,India,Medium Risk,5,2030,4.971578947368357
Industrials,India,Medium Risk,6,2031,5.273421052631534
Industrials,India,Medium Risk,7,2032,5.57526315789471
Industrials,India,Medium Risk,8,2033,5.877105263157773
Industrials,India,Medium Risk,9,2034,6.17894736842095
Industrials,India,Medium Risk,10,2035,6.480789473684126
Industrials,India,Medium Risk,11,2036,6.782631578947303
Industrials,India,Medium Risk,12,2037,7.084473684210479
Industrials,India,Medium Risk,13,2038,7.386315789473656
Industrials,India,Medium Risk,14,2039,7.688157894736719
Industrials,India,Medium Risk,15,2040,7.989999999999895
Industrials,India,Medium Risk,16,2041,8.291842105263072
Industrials,India,Medium Risk,17,2042,8.593684210526249
Industrials,India,Medium Risk,18,2043,8.895526315789425
Industrials,India,Medium Risk,19,2044,9.197368421052602
Industrials,India,Medium Risk,20,2045,9.499210526315665
Industrials,India,Medium Risk,21,2046,9.801052631578841
