sector,region,scenario,level_3,year,carbon_price_usd_tco2e
Industrials,India,Medium Risk,22,2047,10.102894736842018
Industrials,India,Medium Risk,23,2048,10.404736842105194
Industrials,India,Medium Risk,24,2049,10.70657894736837
Industrials,India,Medium Risk,25,2050,11.008421052631547
Industrials,USA,High Risk,0,2025,53.48026315789684
Industrials,USA,High Risk,1,2026,62.70157894736985
Industrials,USA,High Risk,2,2027,71.92289473684286
Industrials,USA,High Risk,3,2028,81.14421052631587
Industrials,USA,High Risk,4,2029,90.36552631578888
Industrials,USA,High Risk,5,2030,99.58684210526553
Industrials,USA,High Risk,6,2031,108.80815789473854
Industrials,USA,High Risk,7,2032,118.02947368421155
Industrials,USA,High Risk,8,2033,127.25078947368456
Industrials,USA,High Risk,9,2034,136.47210526315757
Industrials,USA,High Risk,10,2035,145.69342105263422
Industrials,USA,High Risk,11,2036,154.91473684210723
Industrials,USA,High Risk,12,2037,164.13605263158024
Industrials,USA,High Risk,13,2038,173.35736842105325
Industrials,USA,High Risk,14,2039,182.57868421052626
Industrials,USA,High Risk,15,2040,191.8000000000029
Industrials,USA,High Risk,16,2041,201.02131578947592
Industrials,USA,High Risk,17,2042,210.24263157894893
Industrials,USA,High Risk,18,2043,219.46394736842194
Industrials,USA,High Risk,19,2044,228.68526315789495
Industrials,USA,High Risk,20,2045,237.90657894736796
Industrials,USA,High Risk,21,2046,247.1278947368446
Industrials,USA,High Risk,22,2047,256.3492105263176
Industrials,USA,High Risk,23,2048,265.57052631579063
Industrials,USA,High Risk,24,2049,274.79184210526364
Industrials,USA,High Risk,25,2050,284.01315789473665
Industrials,USA,Low Risk,0,2025,52.56605263157917
Industrials,USA,Low Risk,1,2026,53.72631578947403
Industrials,USA,Low Risk,2,2027,54.88657894736889
Industrials,USA,Low Risk,3,2028,56.046842105263295
Industrials,USA,Low Risk,4,2029,57.207105263158155
Industrials,USA,Low Risk,5,2030,58.367368421053015
Industrials,USA,Low Risk,6,2031,59.527631578947876
Industrials,USA,Low Risk,7,2032,60.68789473684228
Industrials,USA,Low Risk,8,2033,61.84815789473714
Industrials,USA,Low Risk,9,2034,63.008421052632
Industrials,USA,Low Risk,10,2035,64.16868421052686
Industrials,USA,Low Risk,11,2036,65.32894736842127
Industrials,USA,Low Risk,12,2037,66.48921052631613
Industrials,USA,Low Risk,13,2038,67.64947368421099
Industrials,USA,Low Risk,14,2039,68.8097368421054
Industrials,USA,Low Risk,15,2040,69.97000000000025
Industrials,USA,Low Risk,16,2041,71.13026315789512
Industrials,USA,Low Risk,17,2042,72.29052631578998
Industrials,USA,Low Risk,18,2043,73.45078947368438
Industrials,USA,Low Risk,19,2044,74.61105263157924
Industrials,USA,Low Risk,20,2045,75.7713157894741
Industrials,USA,Low Risk,21,2046,76.93157894736896
Industrials,USA,Low Risk,22,2047,78.09184210526337
Industrials,USA,Low Risk,23,2048,79.25210526315823
Industrials,USA,Low Risk,24,2049,80.41236842105309
Industrials,USA,Low Risk,25,2050,81.5726315789475
Industrials,USA,Medium Risk,0,2025,51.67157894736829
Industrials,USA,Medium Risk,1,2026,55.61947368421079
Industrials,USA,Medium Risk,2,2027,59.56736842105238
Industrials,USA,Medium Risk,3,2028,63.51526315789488
Industrials,USA,Medium Risk,4,2029,67.46315789473647
Industrials,USA,Medium Risk,5,2030,71.41105263157897
Industrials,USA,Medium Risk,6,2031,75.35894736842056
Industrials,USA,Medium Risk,7,2032,79.30684210526306
Industrials,USA,Medium Risk,8,2033,83.25473684210556
Industrials,USA,Medium Risk,9,2034,87.20263157894715
Industrials,USA,Medium Risk,10,2035,91.15052631578965
Industrials,USA,Medium Risk,11,2036,95.09842105263124
Industrials,USA,Medium Risk,12,2037,99.04631578947374
Industrials,USA,Medium Risk,13,2038,102.99421052631533
Industrials,USA,Medium Risk,14,2039,106.94210526315783
Industrials,USA,Medium Risk,15,2040,110.88999999999942
Industrials,USA,Medium Risk,16,2041,114.83789473684192
Industrials,USA,Medium Risk,17,2042,118.78578947368442
Industrials,USA,Medium Risk,18,2043,122.73368421052601
Industrials,USA,Medium Risk,19,2044,126.68157894736851
Industrials,USA,Medium Risk,20,2045,130.6294736842101
Industrials,USA,Medium Risk,21,2046,134.5773684210526
Industrials,USA,Medium Risk,22,2047,138.5252631578942
Industrials,USA,Medium Risk,23,2048,142.4731578947367
Industrials,USA,Medium Risk,24,2049,146.4210526315792
Industrials,USA,Medium Risk,25,2050,150.36894736842078
Materials,China,High Risk,0,2025,21.236578947369708
Materials,China,High Risk,1,2026,25.35947368421148
Materials,China,High Risk,2,2027,29.482368421053252
Materials,China,High Risk,3,2028,33.605263157895024
Materials,China,High Risk,4,2029,37.728157894738615
Materials,China,High Risk,5,2030,41.85105263158039
Materials,China,High Risk,6,2031,45.97394736842216
Materials,China,High Risk,7,2032,50.09684210526393
Materials,China,High Risk,8,2033,54.2197368421057
Materials,China,High Risk,9,2034,58.342631578947476
Materials,China,High Risk,10,2035,62.46552631579107
Materials,China,High Risk,11,2036,66.58842105263284
Materials,China,High Risk,12,2037,70.71131578947461
Materials,China,High Risk,13,2038,74.83421052631638
Materials,China,High Risk,14,2039,78.95710526315816
Materials,China,High Risk,15,2040,83.08000000000175
Materials,China,High Risk,16,2041,87.20289473684352
Materials,China,High Risk,17,2042,91.32578947368529
Materials,China,High Risk,18,2043,95.44868421052706
Materials,China,High Risk,19,2044,99.57157894736883
Materials,China,High Risk,20,2045,103.6944736842106
Materials,China,High Risk,21,2046,107.8173684210542
Materials,China,High Risk,22,2047,111.94026315789597
Materials,China,High Risk,23,2048,116.06315789473774
Materials,China,High Risk,24,2049,120.18605263157951
Materials,China,High Risk,25,2050,124.30894736842129
Materials,China,Low Risk,0,2025,20.48631578947368
Materials,China,Low Risk,1,2026,20.847894736842136
Materials,China,Low Risk,2,2027,21.209473684210593
Materials,China,Low Risk,3,2028,21.571052631578937
Materials,China,Low Risk,4,2029,21.932631578947394
Materials,China,Low Risk,5,2030,22.29421052631585
Materials,China,Low Risk,6,2031,22.655789473684194
Materials,China,Low Risk,7,2032,23.01736842105265
Materials,China,Low Risk,8,2033,23.37894736842111
Materials,China,Low Risk,9,2034,23.740526315789452
Materials,China,Low Risk,10,2035,24.10210526315791
Materials,China,Low Risk,11,2036,24.463684210526367
Materials,China,Low Risk,12,2037,24.82526315789471
Materials,China,Low Risk,13,2038,25.186842105263167
Materials,China,Low Risk,14,2039,25.548421052631625
Materials,China,Low Risk,15,2040,25.910000000000082
Materials,China,Low Risk,16,2041,26.271578947368425
Materials,China,Low Risk,17,2042,26.633157894736883
Materials,China,Low Risk,18,2043,26.99473684210534
Materials,China,Low Risk,19,2044,27.356315789473683
Materials,China,Low Risk,20,2045,27.71789473684214
Materials,China,Low Risk,21,2046,28.079473684210598
Materials,China,Low Risk,22,2047,28.44105263157894
Materials,China,Low Risk,23,2048,28.8026315789474
Materials,China,Low Risk,24,2049,29.164210526315856
Materials,China,Low Risk,25,2050,29.5257894736842
Materials,China,Medium Risk,0,2025,20.599736842105358
Materials,China,Medium Risk,1,2026,22.038421052631747
Materials,China,Medium Risk,2,2027,23.477105263157682
Materials,China,Medium Risk,3,2028,24.91578947368407
Materials,China,Medium Risk,4,2029,26.35447368421046
Materials,China,Medium Risk,5,2030,27.79315789473685
Materials,China,Medium Risk,6,2031,29.23184210526324
Materials,China,Medium Risk,7,2032,30.67052631578963
Materials,China,Medium Risk,8,2033,32.109210526315564
Materials,China,Medium Risk,9,2034,33.547894736841954
Materials,China,Medium Risk,10,2035,34.98657894736834
Materials,China,Medium Risk,11,2036,36.42526315789473
Materials,China,Medium Risk,12,2037,37.86394736842112
Materials,China,Medium Risk,13,2038,39.30263157894751
Materials,China,Medium Risk,14,2039,40.74131578947345
Materials,China,Medium Risk,15,2040,42.179999999999836
Materials,China,Medium Risk,16,2041,43.618684210526226
Materials,China,Medium Risk,17,2042,45.057368421052615
Materials,China,Medium Risk,18,2043,46.496052631579005
Materials,China,Medium Risk,19,2044,47.934736842105394
Materials,China,Medium Risk,20,2045,49.37342105263133
Materials,China,Medium Risk,21,2046,50.81210526315772
Materials,China,Medium Risk,22,2047,52.25078947368411
Materials,China,Medium Risk,23,2048,53.6894736842105
Materials,China,Medium Risk,24,2049,55.12815789473689
Materials,China,Medium Risk,25,2050,56.56684210526328
Materials,EU,High Risk,0,2025,138.33026315789903
Materials,EU,High Risk,1,2026,161.98157894737233
Materials,EU,High Risk,2,2027,185.63289473684563
Materials,EU,High Risk,3,2028,209.28421052631893
Materials,EU,High Risk,4,2029,232.93552631579223
Materials,EU,High Risk,5,2030,256.58684210526553
Materials,EU,High Risk,6,2031,280.23815789473883
Materials,EU,High Risk,7,2032,303.88947368421213
Materials,EU,High Risk,8,2033,327.54078947368544
Materials,EU,High Risk,9,2034,351.19210526315874
Materials,EU,High Risk,10,2035,374.84342105263204
Materials,EU,High Risk,11,2036,398.49473684210534
Materials,EU,High Risk,12,2037,422.14605263157864
Materials,EU,High Risk,13,2038,445.79736842105194
Materials,EU,High Risk,14,2039,469.4486842105325
Materials,EU,High Risk,15,2040,493.1000000000058
Materials,EU,High Risk,16,2041,516.7513157894791
Materials,EU,High Risk,17,2042,540.4026315789524
Materials,EU,High Risk,18,2043,564.0539473684257
Materials,EU,High Risk,19,2044,587.705263157899
Materials,EU,High Risk,20,2045,611.3565789473723
Materials,EU,High Risk,21,2046,635.0078947368456
Materials,EU,High Risk,22,2047,658.6592105263189
Materials,EU,High Risk,23,2048,682.3105263157922
Materials,EU,High Risk,24,2049,705.9618421052655
Materials,EU,High Risk,25,2050,729.6131578947388
Materials,EU,Low Risk,0,2025,127.82315789473705
Materials,EU,Low Risk,1,2026,131.79894736842107
Materials,EU,Low Risk,2,2027,135.774736842106
Materials,EU,Low Risk,3,2028,139.75052631579
Materials,EU,Low Risk,4,2029,143.72631578947403
Materials,EU,Low Risk,5,2030,147.70210526315805
Materials,EU,Low Risk,6,2031,151.67789473684206
Materials,EU,Low Risk,7,2032,155.653684210527
Materials,EU,Low Risk,8,2033,159.629473684211
Materials,EU,Low Risk,9,2034,163.60526315789502
Materials,EU,Low Risk,10,2035,167.58105263157904
Materials,EU,Low Risk,11,2036,171.55684210526306
Materials,EU,Low Risk,12,2037,175.53263157894798
Materials,EU,Low Risk,13,2038,179.508421052632
Materials,EU,Low Risk,14,2039,183.48421052631602
Materials,EU,Low Risk,15,2040,187.46000000000004
Materials,EU,Low Risk,16,2041,191.43578947368496
Materials,EU,Low Risk,17,2042,195.41157894736898
Materials,EU,Low Risk,18,2043,199.387368421053
Materials,EU,Low Risk,19,2044,203.36315789473701
Materials,EU,Low Risk,20,2045,207.33894736842103
Materials,EU,Low Risk,21,2046,211.31473684210596
Materials,EU,Low Risk,22,2047,215.29052631578998
Materials,EU,Low Risk,23,2048,219.266315789474
Materials,EU,Low Risk,24,2049,223.242105263158
Materials,EU,Low Risk,25,2050,227.21789473684203
Materials,EU,Medium Risk,0,2025,129.01894736842223
Materials,EU,Medium Risk,1,2026,139.12368421052815
Materials,EU,Medium Risk,2,2027,149.22842105263408
Materials,EU,Medium Risk,3,2028,159.33315789474
Materials,EU,Medium Risk,4,2029,169.43789473684228
Materials,EU,Medium Risk,5,2030,179.5426315789482
Materials,EU,Medium Risk,6,2031,189.64736842105413
Materials,EU,Medium Risk,7,2032,199.75210526316005
Materials,EU,Medium Risk,8,2033,209.85684210526597
Materials,EU,Medium Risk,9,2034,219.9615789473719
Materials,EU,Medium Risk,10,2035,230.06631578947417
Materials,EU,Medium Risk,11,2036,240.1710526315801
Materials,EU,Medium Risk,12,2037,250.27578947368602
Materials,EU,Medium Risk,13,2038,260.38052631579194
Materials,EU,Medium Risk,14,2039,270.48526315789786
Materials,EU,Medium Risk,15,2040,280.59000000000015
Materials,EU,Medium Risk,16,2041,290.69473684210607
Materials,EU,Medium Risk,17,2042,300.799473684212
Materials,EU,Medium Risk,18,2043,310.9042105263179
Materials,EU,Medium Risk,19,2044,321.00894736842383
Materials,EU,Medium Risk,20,2045,331.11368421052975
Materials,EU,Medium Risk,21,2046,341.21842105263204
Materials,EU,Medium Risk,22,2047,351.32315789473796
Materials,EU,Medium Risk,23,2048,361.4278947368439
Materials,EU,Medium Risk,24,2049,371.5326315789498
Materials,EU,Medium Risk,25,2050,381.6373684210557
Materials,Global,High Risk,0,2025,29.71131578947461
Materials,Global,High Risk,1,2026,34.74789473684359
Materials,Global,High Risk,2,2027,39.78447368421075
Materials,Global,High Risk,3,2028,44.82105263157973
Materials,Global,High Risk,4,2029,49.85763157894871
Materials,Global,High Risk,5,2030,54.89421052631769
Materials,Global,High Risk,6,2031,59.930789473684854
Materials,Global,High Risk,7,2032,64.96736842105383
Materials,Global,High Risk,8,2033,70.00394736842281
Materials,Global,High Risk,9,2034,75.04052631578998
Materials,Global,High Risk,10,2035,80.07710526315896
Materials,Global,High Risk,11,2036,85.11368421052794
Materials,Global,High Risk,12,2037,90.1502631578951
Materials,Global,High Risk,13,2038,95.18684210526408
Materials,Global,High Risk,14,2039,100.22342105263306
Materials,Global,High Risk,15,2040,105.26000000000022
Materials,Global,High Risk,16,2041,110.2965789473692
Materials,Global,High Risk,17,2042,115.33315789473818
Materials,Global,High Risk,18,2043,120.36973684210716
Materials,Global,High Risk,19,2044,125.40631578947432
Materials,Global,High Risk,20,2045,130.4428947368433
Materials,Global,High Risk,21,2046,135.47947368421228
Materials,Global,High Risk,22,2047,140.51605263157944
Materials,Global,High Risk,23,2048,145.55263157894842
Materials,Global,High Risk,24,2049,150.5892105263174
Materials,Global,High Risk,25,2050,155.62578947368456
Materials,Global,Low Risk,0,2025,28.679473684210507
Materials,Global,Low Risk,1,2026,29.01684210526321
Materials,Global,Low Risk,2,2027,29.354210526315796
Materials,Global,Low Risk,3,2028,29.691578947368384
Materials,Global,Low Risk,4,2029,30.028947368421086
Materials,Global,Low Risk,5,2030,30.366315789473674
Materials,Global,Low Risk,6,2031,30.703684210526376
Materials,Global,Low Risk,7,2032,31.041052631578964
Materials,Global,Low Risk,8,2033,31.378421052631552
Materials,Global,Low Risk,9,2034,31.715789473684254
Materials,Global,Low Risk,10,2035,32.05315789473684
Materials,Global,Low Risk,11,2036,32.39052631578943
Materials,Global,Low Risk,12,2037,32.72789473684213
Materials,Global,Low Risk,13,2038,33.06526315789472
Materials,Global,Low Risk,14,2039,33.40263157894742
Materials,Global,Low Risk,15,2040,33.74000000000001
Materials,Global,Low Risk,16,2041,34.0773684210526
Materials,Global,Low Risk,17,2042,34.4147368421053
Materials,Global,Low Risk,18,2043,34.75210526315789
Materials,Global,Low Risk,19,2044,35.089473684210475
Materials,Global,Low Risk,20,2045,35.42684210526318
Materials,Global,Low Risk,21,2046,35.764210526315765
Materials,Global,Low Risk,22,2047,36.101578947368466
Materials,Global,Low Risk,23,2048,36.438947368421054
Materials,Global,Low Risk,24,2049,36.77631578947364
Materials,Global,Low Risk,25,2050,37.113684210526344
Materials,Global,Medium Risk,0,2025,27.57526315789528
Materials,Global,Medium Risk,1,2026,30.23157894736869
Materials,Global,Medium Risk,2,2027,32.88789473684301
Materials,Global,Medium Risk,3,2028,35.54421052631642
Materials,Global,Medium Risk,4,2029,38.20052631578983
Materials,Global,Medium Risk,5,2030,40.85684210526415
Materials,Global,Medium Risk,6,2031,43.51315789473756
Materials,Global,Medium Risk,7,2032,46.16947368421097
Materials,Global,Medium Risk,8,2033,48.82578947368438
Materials,Global,Medium Risk,9,2034,51.4821052631587
Materials,Global,Medium Risk,10,2035,54.13842105263211
Materials,Global,Medium Risk,11,2036,56.79473684210552
Materials,Global,Medium Risk,12,2037,59.45105263157984
Materials,Global,Medium Risk,13,2038,62.10736842105325
Materials,Global,Medium Risk,14,2039,64.76368421052666
Materials,Global,Medium Risk,15,2040,67.42000000000098
Materials,Global,Medium Risk,16,2041,70.07631578947439
Materials,Global,Medium Risk,17,2042,72.7326315789478
Materials,Global,Medium Risk,18,2043,75.38894736842121
Materials,Global,Medium Risk,19,2044,78.04526315789553
Materials,Global,Medium Risk,20,2045,80.70157894736894
Materials,Global,Medium Risk,21,2046,83.35789473684235
Materials,Global,Medium Risk,22,2047,86.01421052631667
Materials,Global,Medium Risk,23,2048,88.67052631579008
Materials,Global,Medium Risk,24,2049,91.3268421052635
Materials,Global,Medium Risk,25,2050,93.98315789473781
Materials,India,High Risk,0,2025,5.215263157894924
Materials,India,High Risk,1,2026,6.171578947368516
Materials,India,High Risk,2,2027,7.127894736842336
Materials,India,High Risk,3,2028,8.084210526315928
Materials,India,High Risk,4,2029,9.04052631578952
Materials,India,High Risk,5,2030,9.99684210526334
Materials,India,High Risk,6,2031,10.953157894736933
Materials,India,High Risk,7,2032,11.909473684210752
Materials,India,High Risk,8,2033,12.865789473684345
Materials,India,High Risk,9,2034,13.822105263157937
Materials,India,High Risk,10,2035,14.778421052631757
Materials,India,High Risk,11,2036,15.734736842105349
Materials,India,High Risk,12,2037,16.69105263157917
Materials,India,High Risk,13,2038,17.64736842105276
Materials,India,High Risk,14,2039,18.603684210526353
Materials,India,High Risk,15,2040,19.560000000000173
Materials,India,High Risk,16,2041,20.516315789473765
Materials,India,High Risk,17,2042,21.472631578947585
Materials,India,High Risk,18,2043,22.428947368421177
Materials,India,High Risk,19,2044,23.38526315789477
Materials,India,High Risk,20,2045,24.34157894736859
Materials,India,High Risk,21,2046,25.29789473684218
Materials,India,High Risk,22,2047,26.254210526316
Materials,India,High Risk,23,2048,27.210526315789593
Materials,India,High Risk,24,2049,28.166842105263186
Materials,India,High Risk,25,2050,29.123157894737005
Materials,India,Low Risk,0,2025,5.0631578947368325
Materials,India,Low Risk,1,2026,5.128947368421052
Materials,India,Low Risk,2,2027,5.1947368421052715
Materials,India,Low Risk,3,2028,5.260526315789463
Materials,India,Low Risk,4,2029,5.326315789473682
Materials,India,Low Risk,5,2030,5.392105263157902
Materials,India,Low Risk,6,2031,5.457894736842093
Materials,India,Low Risk,7,2032,5.523684210526312
Materials,India,Low Risk,8,2033,5.589473684210532
Materials,India,Low Risk,9,2034,5.655263157894723
Materials,India,Low Risk,10,2035,5.721052631578942
Materials,India,Low Risk,11,2036,5.786842105263162
Materials,India,Low Risk,12,2037,5.852631578947381
Materials,India,Low Risk,13,2038,5.918421052631572
Materials,India,Low Risk,14,2039,5.984210526315792
Materials,India,Low Risk,15,2040,6.050000000000011
Materials,India,Low Risk,16,2041,6.1157894736842024
Materials,India,Low Risk,17,2042,6.181578947368422
Materials,India,Low Risk,18,2043,6.2473684210526415
Materials,India,Low Risk,19,2044,6.3131578947368325
Materials,India,Low Risk,20,2045,6.378947368421052
Materials,India,Low Risk,21,2046,6.4447368421052715
Materials,India,Low Risk,22,2047,6.510526315789463
Materials,India,Low Risk,23,2048,6.576315789473682
Materials,India,Low Risk,24,2049,6.642105263157902
Materials,India,Low Risk,25,2050,6.707894736842093
Materials,India,Medium Risk,0,2025,5.138684210526321
Materials,India,Medium Risk,1,2026,5.4621052631578095
Materials,India,Medium Risk,2,2027,5.7855263157894115
Materials,India,Medium Risk,3,2028,6.108947368421013
Materials,India,Medium Risk,4,2029,6.432368421052615
Materials,India,Medium Risk,5,2030,6.755789473684217
Materials,India,Medium Risk,6,2031,7.0792105263157055
Materials,India,Medium Risk,7,2032,7.402631578947307
Materials,India,Medium Risk,8,2033,7.726052631578909
Materials,India,Medium Risk,9,2034,8.049473684210511
Materials,India,Medium Risk,10,2035,8.372894736842113
Materials,India,Medium Risk,11,2036,8.696315789473601
Materials,India,Medium Risk,12,2037,9.019736842105203
Materials,India,Medium Risk,13,2038,9.343157894736805
Materials,India,Medium Risk,14,2039,9.666578947368407
Materials,India,Medium Risk,15,2040,9.990000000000009
Materials,India,Medium Risk,16,2041,10.313421052631497
Materials,India,Medium Risk,17,2042,10.6368421052631
Materials,India,Medium Risk,18,2043,10.960263157894701
Materials,India,Medium Risk,19,2044,11.283684210526303
Materials,India,Medium Risk,20,2045,11.607105263157905
Materials,India,Medium Risk,21,2046,11.930526315789393
Materials,India,Medium Risk,22,2047,12.253947368420995
Materials,India,Medium Risk,23,2048,12.577368421052597
Materials,India,Medium Risk,24,2049,12.900789473684199
Materials,India,Medium Risk,25,2050,13.224210526315801
Materials,USA,High Risk,0,2025,41.63473684210476
Materials,USA,High Risk,1,2026,50.21842105263204
Materials,USA,High Risk,2,2027,58.80210526315932
Materials,USA,High Risk,3,2028,67.38578947368296
Materials,USA,High Risk,4,2029,75.96947368421024
Materials,USA,High Risk,5,2030,84.55315789473752
Materials,USA,High Risk,6,2031,93.1368421052648
Materials,USA,High Risk,7,2032,101.72052631578845
Materials,USA,High Risk,8,2033,110.30421052631573
Materials,USA,High Risk,9,2034,118.88789473684301
Materials,USA,High Risk,10,2035,127.47157894736665
Materials,USA,High Risk,11,2036,136.05526315789393
Materials,USA,High Risk,12,2037,144.6389473684212
Materials,USA,High Risk,13,2038,153.2226315789485
Materials,USA,High Risk,14,2039,161.80631578947214
Materials,USA,High Risk,15,2040,170.38999999999942
Materials,USA,High Risk,16,2041,178.9736842105267
Materials,USA,High Risk,17,2042,187.55736842105398
Materials,USA,High Risk,18,2043,196.14105263157762
Materials,USA,High Risk,19,2044,204.7247368421049
Materials,USA,High Risk,20,2045,213.30842105263218
Materials,USA,High Risk,21,2046,221.89210526315946
Materials,USA,High Risk,22,2047,230.4757894736831
Materials,USA,High Risk,23,2048,239.0594736842104
Materials,USA,High Risk,24,2049,247.64315789473767
Materials,USA,High Risk,25,2050,256.2268421052613
Materials,USA,Low Risk,0,2025,40.39789473684186
Materials,USA,Low Risk,1,2026,41.5473684210524
Materials,USA,Low Risk,2,2027,42.69684210526293
Materials,USA,Low Risk,3,2028,43.846315789473465
Materials,USA,Low Risk,4,2029,44.995789473684
Materials,USA,Low Risk,5,2030,46.14526315789453
Materials,USA,Low Risk,6,2031,47.29473684210507
Materials,USA,Low Risk,7,2032,48.4442105263156
Materials,USA,Low Risk,8,2033,49.593684210526135
Materials,USA,Low Risk,9,2034,50.74315789473667
Materials,USA,Low Risk,10,2035,51.8926315789472
Materials,USA,Low Risk,11,2036,53.04210526315774
Materials,USA,Low Risk,12,2037,54.19157894736827
Materials,USA,Low Risk,13,2038,55.341052631578805
Materials,USA,Low Risk,14,2039,56.49052631578934
Materials,USA,Low Risk,15,2040,57.63999999999987
Materials,USA,Low Risk,16,2041,58.78947368421041
Materials,USA,Low Risk,17,2042,59.93894736842094
Materials,USA,Low Risk,18,2043,61.088421052631475
Materials,USA,Low Risk,19,2044,62.23789473684201
Materials,USA,Low Risk,20,2045,63.38736842105254
Materials,USA,Low Risk,21,2046,64.53684210526308
Materials,USA,Low Risk,22,2047,65.68631578947361
Materials,USA,Low Risk,23,2048,66.83578947368414
Materials,USA,Low Risk,24,2049,67.98526315789468
Materials,USA,Low Risk,25,2050,69.13473684210521
Materials,USA,Medium Risk,0,2025,38.998947368420886
Materials,USA,Medium Risk,1,2026,42.90368421052608
Materials,USA,Medium Risk,2,2027,46.808421052631275
Materials,USA,Medium Risk,3,2028,50.71315789473738
Materials,USA,Medium Risk,4,2029,54.61789473684257
Materials,USA,Medium Risk,5,2030,58.52263157894777
Materials,USA,Medium Risk,6,2031,62.42736842105296
Materials,USA,Medium Risk,7,2032,66.33210526315816
Materials,USA,Medium Risk,8,2033,70.23684210526335
Materials,USA,Medium Risk,9,2034,74.14157894736854
Materials,USA,Medium Risk,10,2035,78.04631578947374
Materials,USA,Medium Risk,11,2036,81.95105263157893
Materials,USA,Medium Risk,12,2037,85.85578947368413
Materials,USA,Medium Risk,13,2038,89.76052631578932
Materials,USA,Medium Risk,14,2039,93.66526315789451
Materials,USA,Medium Risk,15,2040,97.56999999999971
Materials,USA,Medium Risk,16,2041,101.4747368421049
Materials,USA,Medium Risk,17,2042,105.379473684211
Materials,USA,Medium Risk,18,2043,109.2842105263162
Materials,USA,Medium Risk,19,2044,113.1889473684214
Materials,USA,Medium Risk,20,2045,117.09368421052659
Materials,USA,Medium Risk,21,2046,120.99842105263178
Materials,USA,Medium Risk,22,2047,124.90315789473698
Materials,USA,Medium Risk,23,2048,128.80789473684217
Materials,USA,Medium Risk,24,2049,132.71263157894737
Materials,USA,Medium Risk,25,2050,136.61736842105256
Utilities,China,High Risk,0,2025,17.937105263158628
Utilities,China,High Risk,1,2026,21.50263157894733
Utilities,China,High Risk,2,2027,25.06815789473694
Utilities,China,High Risk,3,2028,28.633684210526553
Utilities,China,High Risk,4,2029,32.199210526316165
Utilities,China,High Risk,5,2030,35.764736842105776
Utilities,China,High Risk,6,2031,39.33026315789539
Utilities,China,High Risk,7,2032,42.89578947368409
Utilities,China,High Risk,8,2033,46.4613157894737
Utilities,China,High Risk,9,2034,50.02684210526331
Utilities,China,High Risk,10,2035,53.592368421052925
Utilities,China,High Risk,11,2036,57.157894736842536
Utilities,China,High Risk,12,2037,60.72342105263215
Utilities,China,High Risk,13,2038,64.28894736842176
Utilities,China,High Risk,14,2039,67.85447368421046
Utilities,China,High Risk,15,2040,71.42000000000007
Utilities,China,High Risk,16,2041,74.98552631578968
Utilities,China,High Risk,17,2042,78.5510526315793
Utilities,China,High Risk,18,2043,82.11657894736891
Utilities,China,High Risk,19,2044,85.68210526315852
Utilities,China,High Risk,20,2045,89.24763157894722
Utilities,China,High Risk,21,2046,92.81315789473683
Utilities,China,High Risk,22,2047,96.37868421052644
Utilities,China,High Risk,23,2048,99.94421052631606
Utilities,China,High Risk,24,2049,103.50973684210567
Utilities,China,High Risk,25,2050,107.07526315789528
Utilities,China,Low Risk,0,2025,16.75815789473677
Utilities,China,Low Risk,1,2026,17.33894736842103
Utilities,China,Low Risk,2,2027,17.919736842105294
Utilities,China,Low Risk,3,2028,18.500526315789557
Utilities,China,Low Risk,4,2029,19.081315789473592
Utilities,China,Low Risk,5,2030,19.662105263157855
Utilities,China,Low Risk,6,2031,20.242894736842118
Utilities,China,Low Risk,7,2032,20.82368421052638
Utilities,China,Low Risk,8,2033,21.404473684210416
Utilities,China,Low Risk,9,2034,21.98526315789468
Utilities,China,Low Risk,10,2035,22.56605263157894
Utilities,China,Low Risk,11,2036,23.146842105263204
Utilities,China,Low Risk,12,2037,23.727631578947467
Utilities,China,Low Risk,13,2038,24.308421052631502
Utilities,China,Low Risk,14,2039,24.889210526315765
Utilities,China,Low Risk,15,2040,25.470000000000027
Utilities,China,Low Risk,16,2041,26.05078947368429
Utilities,China,Low Risk,17,2042,26.631578947368325
Utilities,China,Low Risk,18,2043,27.212368421052588
Utilities,China,Low Risk,19,2044,27.79315789473685
Utilities,China,Low Risk,20,2045,28.373947368421113
Utilities,China,Low Risk,21,2046,28.95473684210515
Utilities,China,Low Risk,22,2047,29.53552631578941
Utilities,China,Low Risk,23,2048,30.116315789473674
Utilities,China,Low Risk,24,2049,30.697105263157937
Utilities,China,Low Risk,25,2050,31.2778947368422
Utilities,China,Medium Risk,0,2025,17.58842105263193
Utilities,China,Medium Risk,1,2026,19.02052631578954
Utilities,China,Medium Risk,2,2027,20.452631578947603
Utilities,China,Medium Risk,3,2028,21.884736842105212
Utilities,China,Medium Risk,4,2029,23.316842105263277
Utilities,China,Medium Risk,5,2030,24.74894736842134
Utilities,China,Medium Risk,6,2031,26.18105263157895
Utilities,China,Medium Risk,7,2032,27.613157894737014
Utilities,China,Medium Risk,8,2033,29.04526315789508
Utilities,China,Medium Risk,9,2034,30.477368421052688
Utilities,China,Medium Risk,10,2035,31.909473684210752
Utilities,China,Medium Risk,11,2036,33.34157894736836
Utilities,China,Medium Risk,12,2037,34.773684210526426
Utilities,China,Medium Risk,13,2038,36.20578947368449
Utilities,China,Medium Risk,14,2039,37.6378947368421
Utilities,China,Medium Risk,15,2040,39.070000000000164
