uid,year,region,gics_sector,abatement_tonnes,capex_usd,opex_usd_year,cum_capex_usd,cum_opex_usd,technology_used,plant_capacity_built_this_year
C014,2045,USA,IT,270326.0,0.0,22744540.42,652530000.0,454892013.12000006,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C014,2046,USA,IT,270326.0,0.0,22744540.42,652530000.0,477636553.5400001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C014,2047,USA,IT,270327.0,0.0,22744691.01,652530000.0,500381244.5500001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C014,2048,USA,IT,270326.0,0.0,22744540.42,652530000.0,523125784.9700001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C014,2049,USA,IT,270327.0,0.0,22744691.01,652530000.0,545870475.9800001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C014,2050,USA,IT,270326.0,0.0,22744540.42,652530000.0,568615016.4000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,0
C015,2025,Australia,Industrials,0.0,0.0,0.0,0.0,0.0,,0
C015,2026,Australia,Industrials,126235.0,170920000.0,2745748.74,170920000.0,2745748.74,Energy Efficiency Upgrades; Electrification of Equipment,53030
C015,2027,Australia,Industrials,126235.0,170920000.0,5491497.48,341840000.0,8237246.220000001,Energy Efficiency Upgrades; Electrification of Equipment; Energy Efficiency Upgrades; Electrification of Equipment,53030
C015,2028,Australia,Industrials,126236.0,77400000.0,6440374.760000001,419240000.0,14677620.98,Energy Efficiency Upgrades; Electrification of Equipment; Energy Efficiency Upgrades,39466
C015,2029,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,20759907.75,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2030,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,26842194.52,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2031,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,32924481.29,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2032,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,39006768.06,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2033,Australia,Industrials,126236.0,0.0,6082352.36,419240000.0,45089120.42,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2034,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,51171407.190000005,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2035,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,57253693.96000001,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2036,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,63335980.73000001,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2037,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,69418267.50000001,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2038,Australia,Industrials,126236.0,0.0,6082352.36,419240000.0,75500619.86000001,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2039,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,81582906.63000001,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2040,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,87665193.4,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2041,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,93747480.17,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2042,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,99829766.94,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2043,Australia,Industrials,126236.0,0.0,6082352.36,419240000.0,105912119.3,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2044,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,111994406.07,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2045,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,118076692.83999999,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2046,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,124158979.60999998,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2047,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,130241266.37999998,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2048,Australia,Industrials,126236.0,0.0,6082352.36,419240000.0,136323618.73999998,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2049,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,142405905.51,Energy Efficiency Upgrades; Electrification of Equipment,0
C015,2050,Australia,Industrials,126235.0,0.0,6082286.7700000005,419240000.0,148488192.28,Energy Efficiency Upgrades; Electrification of Equipment,0
C016,2025,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2026,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2027,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2028,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2029,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2030,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2031,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2032,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2033,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2034,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2035,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2036,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2037,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2038,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2039,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2040,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2041,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2042,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2043,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2044,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2045,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2046,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2047,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2048,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2049,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C016,2050,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C017,2025,Germany,IT,0.0,0.0,0.0,0.0,0.0,,0
C017,2026,Germany,IT,367744.0,908340000.0,32980575.240000002,908340000.0,32980575.240000002,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,371545
C017,2027,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,65961150.480000004,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2028,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,98941725.72,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2029,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,131922300.96000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2030,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,164902876.20000002,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2031,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,197883451.44000003,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2032,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,230864026.68000004,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2033,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,263844601.92000005,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2034,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,296825177.16,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2035,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,329805752.40000004,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2036,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,362786327.64000005,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2037,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,395766902.88000005,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2038,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,428747478.12000006,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2039,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,461728053.3600001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2040,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,494708628.6000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2041,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,527689203.8400001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2042,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,560669779.08,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2043,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,593650354.32,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2044,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,626630929.5600001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2045,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,659611504.8000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2046,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,692592080.0400001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2047,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,725572655.2800001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2048,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,758553230.5200001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2049,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,791533805.7600001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C017,2050,Germany,IT,367744.0,0.0,32980575.240000002,908340000.0,824514381.0000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C018,2025,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2026,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2027,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2028,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2029,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2030,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2031,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2032,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2033,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2034,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2035,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2036,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2037,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2038,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2039,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2040,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2041,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2042,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2043,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2044,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2045,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2046,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2047,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2048,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2049,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C018,2050,EU,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,,0
C019,2025,USA,Materials,0.0,0.0,0.0,0.0,0.0,,0
C019,2026,USA,Materials,1093028.0,580120000.0,7692526.08,580120000.0,7692526.08,Hydrogen Fuel,46052
C019,2027,USA,Materials,1093028.0,580120000.0,15385052.16,1160240000.0,23077578.240000002,Hydrogen Fuel; Hydrogen Fuel,46052
C019,2028,USA,Materials,1093028.0,580120000.0,23077578.240000002,1740360000.0,46155156.480000004,Hydrogen Fuel; Hydrogen Fuel,46052
C019,2029,USA,Materials,1093028.0,580120000.0,30770104.32,2320480000.0,76925260.80000001,Hydrogen Fuel; Hydrogen Fuel,46052
C019,2030,USA,Materials,1093028.0,580120000.0,38462630.4,2900600000.0,115387891.20000002,Hydrogen Fuel; Hydrogen Fuel,46052
C019,2031,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2032,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2033,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2034,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2035,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2036,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2037,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2038,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2039,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2040,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2041,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2042,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2043,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2044,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2045,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2046,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2047,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2048,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2049,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C019,2050,USA,Materials,0.0,0.0,0.0,2900600000.0,115387891.20000002,,0
C020,2025,Australia,IT,0.0,0.0,0.0,0.0,0.0,,0
C020,2026,Australia,IT,606104.0,2298130000.0,42711237.93,2298130000.0,42711237.93,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition; Smart Grid Tech,547946
C020,2027,Australia,IT,606104.0,530820000.0,46179695.83,2828950000.0,88890933.75999999,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition; Smart Grid Tech; Energy Efficiency Upgrades; Carbon Capture and Storage,255178
C020,2028,Australia,IT,606104.0,0.0,51919594.82,2828950000.0,140810528.57999998,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C020,2029,Australia,IT,606104.0,0.0,51919594.82,2828950000.0,192730123.39999998,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C020,2030,Australia,IT,606104.0,0.0,51919594.82,2828950000.0,244649718.21999997,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage,0
C020,2031,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2032,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2033,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2034,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2035,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2036,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2037,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2038,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2039,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2040,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2041,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2042,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2043,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2044,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2045,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2046,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2047,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2048,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2049,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C020,2050,Australia,IT,0.0,0.0,0.0,2828950000.0,244649718.21999997,,0
C021,2025,India,IT,0.0,0.0,0.0,0.0,0.0,,0
C021,2026,India,IT,187256.0,530820000.0,14604451.38,530820000.0,14604451.38,Energy Efficiency Upgrades; Carbon Capture and Storage,255178
C021,2027,India,IT,187256.0,0.0,14604451.38,530820000.0,29208902.76,Energy Efficiency Upgrades; Carbon Capture and Storage,0
C021,2028,India,IT,187256.0,0.0,14604451.38,530820000.0,43813354.14,Energy Efficiency Upgrades; Carbon Capture and Storage,0
C021,2029,India,IT,187256.0,0.0,14604451.38,530820000.0,58417805.52,Energy Efficiency Upgrades; Carbon Capture and Storage,0
C021,2030,India,IT,187256.0,0.0,14604451.38,530820000.0,73022256.9,Energy Efficiency Upgrades; Carbon Capture and Storage,0
C021,2031,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2032,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2033,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2034,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2035,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2036,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2037,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2038,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2039,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2040,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2041,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2042,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2043,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2044,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2045,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2046,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2047,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2048,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2049,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C021,2050,India,IT,0.0,0.0,0.0,530820000.0,73022256.9,,0
C022,2025,India,Financials,0.0,0.0,0.0,0.0,0.0,,0
C022,2026,India,Financials,454300.0,1696090000.0,36554356.75000001,1696090000.0,36554356.75000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power,486100
C022,2027,India,Financials,454300.0,0.0,36554356.75000001,1696090000.0,73108713.50000001,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power,0
C022,2028,India,Financials,454300.0,0.0,36554356.75000001,1696090000.0,109663070.25000003,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power,0
C022,2029,India,Financials,454300.0,0.0,36554356.75000001,1696090000.0,146217427.00000003,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power,0
C022,2030,India,Financials,454300.0,0.0,36554356.75000001,1696090000.0,182771783.75000003,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power,0
C022,2031,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2032,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2033,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2034,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2035,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2036,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2037,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2038,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2039,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2040,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2041,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2042,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2043,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2044,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2045,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2046,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2047,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2048,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2049,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C022,2050,India,Financials,0.0,0.0,0.0,1696090000.0,182771783.75000003,,0
C023,2025,EU,Healthcare,0.0,0.0,0.0,0.0,0.0,,0
C023,2026,EU,Healthcare,825720.0,2298130000.0,42711237.93,2298130000.0,42711237.93,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition; Smart Grid Tech,547946
C023,2027,EU,Healthcare,825720.0,652530000.0,66577372.67,2950660000.0,109288610.6,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition; Smart Grid Tech; Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel,293780
C023,2028,EU,Healthcare,825720.0,0.0,67721989.58,2950660000.0,177010600.18,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition,0
C023,2029,EU,Healthcare,825720.0,0.0,67721989.58,2950660000.0,244732589.76,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition,0
C023,2030,EU,Healthcare,825720.0,0.0,67721989.58,2950660000.0,312454579.34,Energy Efficiency Upgrades; Carbon Capture and Storage; Hydrogen Fuel; Grid-scale Battery Storage; Heat Pumps; Electrification of Equipment; Wind Power; Process Electrification; EV Fleet Transition,0
C023,2031,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2032,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2033,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2034,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2035,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2036,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2037,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2038,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2039,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2040,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2041,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2042,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2043,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2044,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2045,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2046,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2047,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2048,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2049,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C023,2050,EU,Healthcare,0.0,0.0,0.0,2950660000.0,312454579.34,,0
C024,2025,Brazil,Utilities,0.0,0.0,0.0,0.0,0.0,,0
C024,2026,Brazil,Utilities,40030.0,255810000.0,3628319.2,255810000.0,3628319.2,Grid-scale Battery Storage,77765
C024,2027,Brazil,Utilities,40031.0,0.0,3628409.84,255810000.0,7256729.04,Grid-scale Battery Storage,0
